#,Param1,Param2,Type,Unknown0,Unknown1,Unknown2,Param0,Unknown6,Unknown3,Unknown4,Unknown5
0,0,0,0,0,0,0,1,False,False,False,False
1,1,0,0,0,0,0,2,False,False,False,False
2,2007,0,0,0,0,0,4,False,False,False,False
3,2007,0,0,0,0,0,4,False,False,False,False
4,2007,0,0,0,0,0,4,False,False,False,False
5,8,0,0,0,0,0,6,False,False,False,False
6,5,0,0,0,0,0,2,True,False,False,False
7,5,0,0,0,0,0,2,True,False,False,False
8,0,0,0,0,0,0,1,False,False,False,False
9,0,0,0,0,0,0,1,False,False,False,False
10,9,2068,0,0,0,0,3,False,False,False,False
11,9,2068,0,0,0,0,3,False,False,False,False
12,0,0,0,0,0,0,1,False,False,False,False
13,0,0,0,0,0,0,1,False,False,False,False
14,0,0,0,0,0,0,1,False,False,False,False
15,0,0,0,0,0,0,1,False,False,False,False
16,0,0,0,0,0,0,1,False,False,False,False
17,0,0,0,0,0,0,1,False,False,False,False
18,35,0,0,0,0,0,2,True,False,False,False
19,35,0,0,0,0,0,2,True,False,False,False
20,35,0,0,0,0,0,2,True,False,False,False
21,43,24,0,0,0,0,2,True,False,False,False
22,43,24,0,0,0,0,2,True,False,False,False
23,12,0,0,0,0,0,2,False,False,False,False
24,12,0,0,0,0,0,2,False,False,False,False
25,12,0,0,0,0,0,2,False,False,False,False
26,2033,0,0,0,0,0,4,True,False,False,False
27,44,2068,0,0,0,0,3,False,False,False,False
28,44,2068,0,0,0,0,3,False,False,False,False
29,44,2068,0,0,0,0,3,False,False,False,False
30,44,2068,0,0,0,0,3,False,False,False,False
31,44,2068,0,0,0,0,3,False,False,False,False
32,45,2068,0,0,0,0,3,False,False,False,False
33,46,2068,0,0,0,0,3,False,False,False,False
34,0,0,0,0,0,0,1,False,False,False,False
35,0,0,0,0,0,0,1,False,False,False,False
36,0,0,0,0,0,0,1,False,False,False,False
37,0,0,0,0,0,0,1,False,False,False,False
38,0,0,0,0,0,0,1,False,False,False,False
39,0,0,0,0,0,0,1,False,False,False,False
40,0,0,0,0,0,0,1,False,False,False,False
41,0,0,0,0,0,0,1,False,False,False,False
42,42,0,0,0,0,0,2,True,False,False,False
43,0,0,0,0,0,0,1,False,False,False,False
44,0,0,0,0,0,0,1,False,False,False,False
45,0,0,0,0,0,0,1,False,False,False,False
46,0,0,0,0,0,0,1,False,False,False,False
47,0,0,0,0,0,0,1,False,False,False,False
48,0,0,0,0,0,0,1,False,False,False,False
49,0,0,0,0,0,0,1,False,False,False,False
50,0,0,0,0,0,0,1,False,False,False,False
51,0,0,0,0,0,0,1,False,False,False,False
52,18,2068,0,0,0,0,3,False,False,False,False
53,18,2068,0,0,0,0,3,False,False,False,False
54,18,2068,0,0,0,0,3,False,False,False,False
55,18,2068,0,0,0,0,3,False,False,False,False
56,18,2068,0,0,0,0,3,False,False,False,False
57,18,2068,0,0,0,0,3,False,False,False,False
58,18,2068,0,0,0,0,3,False,False,False,False
59,19,1560,0,0,0,0,3,False,False,False,False
60,20,1560,0,0,0,0,3,False,False,False,False
61,0,0,0,0,0,0,1,False,False,False,False
62,0,0,0,0,0,0,1,False,False,False,False
63,0,0,0,0,0,0,1,False,False,False,False
64,0,0,0,0,0,0,1,False,False,False,False
65,31,2004,0,0,0,0,3,False,False,False,False
66,0,0,0,0,0,0,1,False,False,False,False
67,2039,0,0,0,0,0,4,False,False,False,False
68,2039,0,0,0,0,0,4,False,False,False,False
69,2039,0,0,0,0,0,4,False,False,False,False
70,2039,0,0,0,0,0,4,False,False,False,False
71,34,0,0,0,0,0,2,True,False,False,False
72,34,0,0,0,0,0,2,True,False,False,False
73,34,0,0,0,0,0,2,True,False,False,False
74,36,0,0,0,0,0,5,False,False,False,False
75,0,0,0,0,0,0,1,False,False,False,False
76,0,0,0,0,0,0,1,False,False,False,False
77,0,0,0,0,0,0,1,False,False,False,False
78,32,0,0,0,0,0,2,False,False,False,False
79,33,0,0,0,0,0,2,False,False,False,False
80,32,0,0,0,0,0,2,False,False,False,False
81,33,0,0,0,0,0,2,False,False,False,False
82,0,0,0,0,0,0,1,False,False,False,False
83,0,0,0,0,0,0,1,False,False,False,False
84,0,0,0,0,0,0,1,False,False,False,False
85,0,0,0,0,0,0,1,False,False,False,False
86,0,0,0,0,0,0,1,False,False,False,False
87,0,0,0,0,0,0,1,False,False,False,False
88,0,0,0,0,0,0,1,False,False,False,False
89,0,0,0,0,0,0,1,False,False,False,False
90,0,0,0,0,0,0,1,False,False,False,False
91,0,0,0,0,0,0,1,False,False,False,False
92,0,0,0,0,0,0,1,False,False,False,False
93,0,0,0,0,0,0,1,False,False,False,False
94,0,0,0,0,0,0,1,False,False,False,False
95,0,0,0,0,0,0,1,False,False,False,False
96,0,0,0,0,0,0,1,False,False,False,False
97,0,0,0,0,0,0,1,False,False,False,False
98,0,0,0,0,0,0,1,False,False,False,False
99,0,0,0,0,0,0,1,False,False,False,False
100,0,0,0,0,0,0,1,False,False,False,False
101,0,0,0,0,0,0,1,False,False,False,False
102,0,0,0,0,0,0,1,False,False,False,False
103,0,0,0,0,0,0,1,False,False,False,False
104,0,0,0,0,0,0,1,False,False,False,False
105,0,0,0,0,0,0,1,False,False,False,False
106,32,0,0,0,0,0,2,False,False,False,False
107,33,0,0,0,0,0,2,False,False,False,False
108,32,0,0,0,0,0,2,False,False,False,False
109,33,0,0,0,0,0,2,False,False,False,False
110,0,0,0,0,0,0,1,False,False,False,False
111,8,0,0,0,0,0,2,False,False,False,False
112,0,0,0,0,0,0,1,False,False,False,False
113,0,0,0,0,0,0,1,False,False,False,False
114,0,0,0,0,0,0,1,False,False,False,False
115,0,0,0,0,0,0,1,False,False,False,False
116,0,0,0,0,0,0,1,False,False,False,False
117,0,0,0,0,0,0,1,False,False,False,False
118,0,0,0,0,0,0,1,False,False,False,False
119,0,0,0,0,0,0,1,False,False,False,False
120,0,0,0,0,0,0,1,False,False,False,False
121,0,0,0,0,0,0,1,False,False,False,False
122,0,0,0,0,0,0,1,False,False,False,False
123,0,0,0,0,0,0,1,False,False,False,False
124,0,0,0,0,0,0,1,True,False,False,False
125,60,0,0,0,0,0,2,True,False,False,False
126,60,0,0,0,0,0,2,False,False,False,False
127,60,0,0,0,0,0,2,False,False,False,False
128,60,0,0,0,0,0,2,False,False,False,False
129,60,0,0,0,0,0,2,False,False,False,False
130,60,0,0,0,0,0,2,False,False,False,False
131,60,0,0,0,0,0,2,False,False,False,False
132,60,0,0,0,0,0,2,False,False,False,False
133,60,4303380,0,0,0,0,5,False,False,False,False
134,32,0,0,0,0,0,2,False,False,False,False
135,33,0,0,0,0,0,2,False,False,False,False
136,32,0,0,0,0,0,2,False,False,False,False
137,33,0,0,0,0,0,2,False,False,False,False
138,2005,0,0,0,0,0,4,False,False,False,False
139,2005,0,0,0,0,0,4,False,False,False,False
140,2005,0,0,0,0,0,4,False,False,False,False
141,2005,0,0,0,0,0,4,False,False,False,False
142,0,0,0,0,0,0,1,False,False,False,False
143,0,0,0,0,0,0,1,False,False,False,False
144,0,0,0,0,0,0,1,False,False,False,False
145,0,0,0,0,0,0,1,False,False,False,False
146,29,2004,0,0,0,0,3,False,False,False,False
147,29,2004,0,0,0,0,3,False,False,False,False
148,29,2004,0,0,0,0,3,False,False,False,False
149,54,0,0,0,0,0,2,False,False,False,False
150,30,0,0,0,0,0,2,False,False,False,False
151,0,0,0,0,0,0,1,False,False,False,False
152,60,4303380,0,0,0,0,5,False,False,False,False
153,0,0,0,0,0,0,1,False,False,False,False
154,0,0,0,0,0,0,1,False,False,False,False
155,0,0,0,0,0,0,1,False,False,False,False
156,0,0,0,0,0,0,1,False,False,False,False
157,49,2154,0,0,0,0,3,False,False,False,False
158,0,0,0,0,0,0,1,False,False,False,False
159,0,0,0,0,0,0,1,False,False,False,False
160,0,0,0,0,0,0,1,False,False,False,False
161,0,0,0,0,0,0,1,False,False,False,False
162,37,0,0,0,0,0,2,True,False,False,False
163,0,0,0,0,0,0,1,False,False,False,False
164,0,0,0,0,0,0,1,False,False,False,False
165,0,0,0,0,0,0,1,False,False,False,False
166,0,0,0,0,0,0,1,False,False,False,False
167,36,0,0,0,0,0,2,False,False,False,False
168,0,0,0,0,0,0,1,False,False,False,False
169,0,0,0,0,0,0,1,False,False,False,False
170,0,0,0,0,0,0,1,False,False,False,False
171,0,0,0,0,0,0,1,False,False,False,False
172,0,0,0,0,0,0,1,False,False,False,False
173,0,0,0,0,0,0,1,False,False,False,False
174,0,0,0,0,0,0,1,False,False,False,False
175,0,0,0,0,0,0,1,False,False,False,False
176,0,0,0,0,0,0,1,False,False,False,False
177,0,0,0,0,0,0,1,False,False,False,False
178,0,0,0,0,0,0,1,False,False,False,False
179,40,4098808,2049,0,0,0,5,False,False,False,False
180,41,4099279,2050,0,0,0,5,False,False,False,False
181,0,0,0,0,0,0,6,False,False,False,False
182,0,0,0,0,0,0,1,False,False,False,False
183,59,0,0,0,0,0,2,True,False,False,False
184,59,0,0,0,0,0,2,True,False,False,False
185,59,0,0,0,0,0,2,True,False,False,False
186,0,0,0,0,0,0,1,False,False,False,False
187,59,0,0,0,0,0,2,True,False,False,False
188,59,0,0,0,0,0,2,True,False,False,False
189,59,0,0,0,0,0,2,True,False,False,False
190,59,0,0,0,0,0,2,True,False,False,False
191,2076,0,0,0,0,0,7,False,False,False,False
192,0,0,0,0,0,0,1,False,False,False,False
193,0,0,0,0,0,0,1,False,False,False,False
194,0,0,0,0,0,0,1,False,False,False,False
195,0,0,0,0,0,0,1,False,False,False,False
196,0,0,0,0,0,0,8,True,False,False,False
197,0,0,0,0,0,0,8,True,False,False,False
198,0,0,0,0,0,0,8,True,False,False,False
199,0,0,0,0,0,0,8,True,False,False,False
200,0,0,0,0,0,0,8,True,False,False,False
201,0,0,0,0,0,0,8,True,False,False,False
202,0,0,0,0,0,0,1,False,False,False,False
203,30,4233736,0,0,0,0,5,False,False,False,False
204,30,4233765,0,0,0,0,5,False,False,False,False
205,40,4246650,2049,0,0,0,5,False,False,False,False
206,40,4246652,2049,0,0,0,5,False,False,False,False
207,0,0,0,0,0,0,1,False,False,False,False
208,0,0,0,0,0,0,1,False,False,False,False
209,0,0,0,0,0,0,1,False,False,False,False
210,48,4246646,0,0,0,0,5,False,False,False,False
211,48,4246649,0,0,0,0,5,False,False,False,False
212,48,4246651,0,0,0,0,5,False,False,False,False
213,48,4246653,0,0,0,0,5,False,False,False,False
214,48,4246655,0,0,0,0,5,False,False,False,False
215,48,4246657,0,0,0,0,5,False,False,False,False
216,0,0,0,0,0,0,1,False,False,False,False
217,0,0,0,0,0,0,1,False,False,False,False
218,0,0,0,0,0,0,1,False,False,False,False
219,0,0,0,0,0,0,1,False,False,False,False
220,0,0,0,0,0,0,1,False,False,False,False
221,0,0,0,0,0,0,1,False,False,False,False
222,0,0,0,0,0,0,1,False,False,False,False
223,0,0,0,0,0,0,1,False,False,False,False
224,0,0,0,0,0,0,1,False,False,False,False
225,0,0,0,0,0,0,1,False,False,False,False
226,53,0,0,0,0,0,2,True,False,False,False
227,53,0,0,0,0,0,2,True,False,False,False
