#,Text
0,
1,"楽器演奏
ハープの音色で演奏する"
2,"楽器演奏
グランドピアノの音色で演奏する"
3,"楽器演奏
スチールギターの音色で演奏する"
4,"楽器演奏
ピッチカートストリングスの音色で演奏する"
5,"楽器演奏
フルートの音色で演奏する"
6,"楽器演奏
オーボエの音色で演奏する"
7,"楽器演奏
クラリネットの音色で演奏する"
8,"楽器演奏
ピッコロの音色で演奏する"
9,"楽器演奏
パンパイプの音色で演奏する"
10,"楽器演奏
ティンパニーの音色で演奏する"
11,"楽器演奏
ボンゴの音色で演奏する"
12,"楽器演奏
バスドラムの音色で演奏する"
13,"楽器演奏
スネアドラムの音色で演奏する"
14,"楽器演奏
シンバルの音色で演奏する"
15,"楽器演奏
トランペットの音色で演奏する"
16,"楽器演奏
トロンボーンの音色で演奏する"
17,"楽器演奏
チューバの音色で演奏する"
18,"楽器演奏
ホルンの音色で演奏する"
19,"楽器演奏
サックスの音色で演奏する"
20,"楽器演奏
ヴァイオリンの音色で演奏する"
21,"楽器演奏
ヴィオラの音色で演奏する"
22,"楽器演奏
チェロの音色で演奏する"
23,"楽器演奏
コントラバスの音色で演奏する"
24,"楽器演奏
エレキギター（ドライブの音色）で演奏する"
25,"楽器演奏
エレキギター（クリーンの音色）で演奏する"
26,"楽器演奏
エレキギター（ミュート奏法）で演奏する"
27,"楽器演奏
エレキギター（パワーコード）で演奏する"
28,"楽器演奏
エレキギター（特殊奏法）で演奏する"
