#,Unknown0,SublimeVariant,Item,GatheringItemLevel,PerceptionReq,Unknown2,Unknown3,Unknown4,Unknown5,IsHidden
0,0,0,0,0,0,0,0,False,False,False
1,0,0,2,1,0,65535,0,True,False,False
2,0,0,3,1,0,65535,0,True,False,False
3,0,0,4,1,0,65535,0,True,False,False
4,0,0,5,1,0,65535,0,True,False,False
5,0,0,6,1,0,65535,0,True,False,False
6,0,0,7,1,0,65535,0,True,False,False
7,0,0,8,26,0,65535,0,True,False,False
8,0,0,9,26,0,65535,0,True,False,False
9,0,0,10,26,0,65535,0,True,False,False
10,0,0,11,26,0,65535,0,True,False,False
11,0,0,12,26,0,65535,0,True,False,False
12,0,0,13,26,0,65535,0,True,False,False
13,0,0,14,50,0,65535,0,True,False,False
14,0,0,15,50,0,65535,0,True,False,False
15,0,0,16,50,0,65535,0,True,False,False
16,0,0,17,50,0,65535,0,True,False,False
17,0,0,18,50,0,65535,0,True,False,False
18,0,0,19,50,0,65535,0,True,False,False
19,0,0,33233,400,0,35,3,True,False,False
20,0,0,0,0,0,0,0,False,False,False
21,0,0,0,0,0,0,0,False,False,False
22,0,0,0,0,0,0,0,False,False,False
23,0,0,0,0,0,0,0,False,False,False
24,0,0,5599,20,0,65535,0,True,False,False
25,0,0,0,0,0,0,0,False,False,False
26,0,0,0,0,0,0,0,False,False,False
27,0,0,0,0,0,0,0,False,False,False
28,0,0,0,0,0,0,0,False,False,False
29,0,0,5814,28,0,65535,0,True,False,False
30,0,0,5815,28,0,65535,0,True,False,False
31,0,0,5816,28,0,65535,0,True,False,False
32,0,0,5817,28,0,65535,0,True,False,False
33,0,0,5818,28,0,65535,0,True,False,False
34,0,0,5819,28,0,65535,0,True,False,False
35,0,0,5820,28,0,65535,0,True,False,False
36,0,0,5139,35,0,65535,0,True,True,False
37,0,0,5138,34,0,65535,0,True,True,False
38,0,0,5524,19,0,65535,0,True,True,False
39,0,0,5143,44,0,65535,0,True,True,False
40,0,0,5439,50,0,65535,0,True,True,False
41,0,0,5134,31,0,65535,0,True,True,False
42,0,0,5118,51,0,65535,0,True,True,False
43,0,0,5135,33,0,65535,0,True,True,False
44,0,0,5128,7,0,65535,0,True,True,False
45,0,0,5168,39,0,65535,0,True,True,False
46,0,0,5141,38,0,65535,0,True,True,False
47,0,0,5144,37,0,65535,0,True,True,False
48,0,0,5131,17,0,65535,0,True,True,False
49,0,0,5491,24,0,65535,0,True,True,False
50,0,0,5145,41,0,65535,0,True,True,False
51,0,0,5129,18,0,65535,0,True,True,False
52,0,0,5142,36,0,65535,0,True,True,False
53,0,0,5263,46,0,65535,0,True,True,False
54,0,0,5525,40,0,65535,0,True,True,False
55,0,0,5132,17,0,65535,0,True,True,False
56,0,0,5137,32,0,65535,0,True,True,False
57,0,0,5136,33,0,65535,0,True,True,False
58,0,0,5130,16,0,65535,0,True,True,False
59,0,0,6199,51,0,65535,0,True,True,False
60,0,0,5121,51,0,65535,0,True,True,False
61,0,0,5133,7,0,65535,0,True,True,False
62,0,0,5140,45,0,65535,0,True,True,False
63,0,0,5110,9,0,65535,0,True,True,False
64,0,0,5458,49,0,65535,0,True,True,False
65,0,0,5116,47,0,65535,0,True,True,False
66,0,0,5113,25,0,65535,0,True,True,False
67,0,0,5433,8,0,65535,0,True,True,False
68,0,0,5124,10,0,65535,0,True,True,False
69,0,0,5432,5,0,65535,0,True,True,False
70,0,0,5465,19,0,65535,0,True,True,False
71,0,0,5107,6,0,65535,0,True,True,False
72,0,0,5115,43,0,65535,0,True,True,False
73,0,0,5488,3,0,65535,0,True,True,False
74,0,0,5111,14,0,65535,0,True,True,False
75,0,0,5106,1,0,65535,0,True,True,False
76,0,0,5125,28,0,65535,0,True,True,False
77,0,0,5114,34,0,65535,0,True,True,False
78,0,0,5272,42,0,65535,0,True,True,False
79,0,0,5273,51,0,65535,0,True,True,False
80,0,0,5270,22,0,65535,0,True,True,False
81,0,0,5526,40,0,65535,0,True,True,False
82,0,0,5269,14,0,65535,0,True,True,False
83,0,0,5231,30,0,65535,0,True,True,False
84,0,0,5528,26,0,65535,0,True,True,False
85,0,0,6152,51,0,65535,0,True,True,False
86,0,0,5152,23,0,65535,0,True,True,False
87,0,0,5518,12,0,65535,0,True,True,False
88,0,0,5523,27,0,65535,0,True,True,False
89,0,0,5228,13,0,65535,0,True,True,False
90,0,0,5157,25,0,65535,0,True,True,False
91,0,0,5158,51,0,65535,0,True,True,False
92,0,0,5519,15,0,65535,0,True,True,False
93,0,0,5229,20,0,65535,0,True,True,False
94,0,0,5155,21,0,65535,0,True,True,False
95,0,0,5268,11,0,65535,0,True,True,False
96,0,0,5153,23,0,65535,0,True,True,False
97,0,0,5154,24,0,65535,0,True,True,False
98,0,0,5156,24,0,65535,0,True,True,False
99,0,0,5527,29,0,65535,0,True,True,False
100,0,0,5271,33,0,65535,0,True,True,False
101,0,0,4842,40,0,65535,0,True,True,False
102,0,0,4807,36,0,65535,0,True,True,False
103,0,0,5402,9,0,65535,0,True,True,False
104,0,0,5383,8,0,65535,0,True,True,False
105,0,0,5050,2,0,65535,0,True,True,False
106,0,0,4813,30,0,65535,0,True,True,False
107,0,0,5547,51,0,65535,0,True,True,False
108,0,0,4806,21,0,65535,0,True,True,False
109,0,0,5388,24,0,65535,0,True,True,False
110,0,0,5385,12,0,65535,0,True,True,False
111,0,0,5409,31,0,65535,0,True,True,False
112,0,0,5390,32,0,65535,0,True,True,False
113,0,0,4803,9,0,65535,0,True,True,False
114,0,0,5352,10,0,65535,0,True,True,False
115,0,0,4831,10,0,65535,0,True,True,False
116,0,0,5351,6,0,65535,0,True,True,False
117,0,0,4811,17,0,65535,0,True,True,False
118,0,0,4828,4,0,65535,0,True,True,False
119,0,0,6146,42,0,65535,0,True,True,False
120,0,0,5395,51,0,65535,0,True,True,False
121,0,0,5562,35,0,65535,0,True,True,False
122,0,0,4805,14,0,65535,0,True,True,False
123,0,0,5359,29,0,65535,0,True,True,False
124,0,0,5534,6,0,65535,0,True,True,False
125,0,0,4844,39,0,65535,0,True,True,False
126,0,0,4786,18,0,65535,0,True,True,False
127,0,0,5535,23,0,65535,0,True,True,False
128,0,0,4810,16,0,65535,0,True,True,False
129,0,0,5537,51,0,65535,0,True,True,False
130,0,0,5391,37,0,65535,0,True,True,False
131,0,0,5536,44,0,65535,0,True,True,False
132,0,0,5396,5,0,65535,0,True,True,False
133,0,0,5380,3,0,65535,0,True,True,False
134,0,0,5498,2,0,65535,0,True,True,False
135,0,0,5405,20,0,65535,0,True,True,False
136,0,0,5386,19,0,65535,0,True,True,False
137,0,0,5509,1,0,65535,0,True,True,False
138,0,0,4809,7,0,65535,0,True,True,False
139,0,0,5414,47,0,65535,0,True,True,False
140,0,0,5393,46,0,65535,0,True,True,False
141,0,0,5516,5,0,65535,0,True,True,False
142,0,0,4793,38,0,65535,0,True,True,False
143,0,0,4835,23,0,65535,0,True,True,False
144,0,0,4790,32,0,65535,0,True,True,False
145,0,0,4788,27,0,65535,0,True,True,False
146,0,0,4779,13,0,65535,0,True,True,False
147,0,0,4804,13,0,65535,0,True,True,False
148,0,0,5540,13,0,65535,0,True,True,False
149,0,0,4829,11,0,65535,0,True,True,False
150,0,0,5542,24,0,65535,0,True,True,False
151,0,0,4834,16,0,65535,0,True,True,False
152,0,0,4796,19,0,65535,0,True,True,False
153,0,0,5560,12,0,65535,0,True,True,False
154,0,0,4778,13,0,65535,0,True,True,False
155,0,0,4845,41,0,65535,0,True,True,False
156,0,0,4846,48,0,65535,0,True,True,False
157,0,0,4822,26,0,65535,0,True,True,False
158,0,0,4795,11,0,65535,0,True,True,False
159,0,0,5538,11,0,65535,0,True,True,False
160,0,0,4792,39,0,65535,0,True,True,False
161,0,0,4819,25,0,65535,0,True,True,False
162,0,0,4783,14,0,65535,0,True,True,False
163,0,0,5054,45,0,65535,0,True,True,False
164,0,0,4841,39,0,65535,0,True,True,False
165,0,0,5051,11,0,65535,0,True,True,False
166,0,0,4843,35,0,65535,0,True,True,False
167,0,0,4838,35,0,65535,0,True,True,False
168,0,0,5545,51,0,65535,0,True,True,False
169,0,0,5546,51,0,65535,0,True,True,False
170,0,0,6145,22,0,65535,0,True,True,False
171,0,0,4781,15,0,65535,0,True,True,False
172,0,0,4836,24,0,65535,0,True,True,False
