#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
0,なし,0,82091,0,0,0,0,0,0
1,無地：グレー,190002,82091,1,0,0,0,1,1
2,四角形,190003,82091,1,0,0,0,3,1
3,無地：パープル,190004,82091,1,0,0,0,4,1
4,グラデーション：TANK,190005,82091,1,0,0,0,5,1
5,グラデーション：DPS,190006,82091,1,0,0,0,7,1
6,グラデーション：HEALER,190007,82091,1,0,0,0,6,1
7,羊皮紙,190008,82091,1,0,0,0,2,1
8,エーテル空間,190009,82091,1,0,0,0,9,1
9,ウッドパターン,190010,82091,1,0,0,0,8,1
10,ヴォイド空間,190011,82091,1,0,0,0,10,1
11,ナイト（ダイナミック）,190301,82091,124,0,0,0,2150,2
12,戦士（ダイナミック）,190302,82091,125,0,0,0,2151,2
13,暗黒騎士（ダイナミック）,190303,82091,126,0,0,0,2152,2
14,ガンブレイカー（ダイナミック）,190304,82091,127,0,0,0,2153,2
15,白魔道士（ダイナミック）,190305,82091,128,0,0,0,2154,2
16,学者（ダイナミック）,190306,82091,129,0,0,0,2155,2
17,占星術師（ダイナミック）,190307,82091,130,0,0,0,2156,2
18,賢者（ダイナミック）,190308,82091,131,0,0,0,2157,2
19,モンク（ダイナミック）,190309,82091,132,0,0,0,2158,2
20,竜騎士（ダイナミック）,190310,82091,133,0,0,0,2159,2
21,忍者（ダイナミック）,190311,82091,134,0,0,0,2160,2
22,侍（ダイナミック）,190312,82091,135,0,0,0,2161,2
23,リーパー（ダイナミック）,190313,82091,136,0,0,0,2162,2
24,吟遊詩人（ダイナミック）,190314,82091,137,0,0,0,2164,2
25,機工士（ダイナミック）,190315,82091,138,0,0,0,2165,2
26,踊り子（ダイナミック）,190316,82091,139,0,0,0,2166,2
27,黒魔道士（ダイナミック）,190317,82091,140,0,0,0,2167,2
28,召喚士（ダイナミック）,190318,82091,141,0,0,0,2168,2
29,赤魔道士（ダイナミック）,190319,82091,142,0,0,0,2169,2
30,チーム・アストラ,190401,82091,143,0,0,0,3000,10
31,チーム・アンブラ,190402,82091,144,0,0,0,3001,10
32,クリスタルコンフリクト：王者S1,190403,82091,145,0,0,0,3200,5
33,クリスタルコンフリクト：勇者S1,190404,82091,146,0,0,0,3201,5
34,クリスタルコンフリクト：入賞者S1,190405,82091,147,0,0,0,3202,5
35,クリスタルコンフリクト：ブロンズS1,190406,82091,148,0,0,0,3208,5
36,クリスタルコンフリクト：シルバーS1,190407,82091,149,0,0,0,3207,5
37,クリスタルコンフリクト：ゴールドS1,190408,82091,150,0,0,0,3206,5
38,クリスタルコンフリクト：プラチナS1,190409,82091,151,0,0,0,3205,5
39,クリスタルコンフリクト：ダイヤモンドS1,190410,82091,152,0,0,0,3204,5
40,クリスタルコンフリクト：クリスタルS1,190411,82091,153,0,0,0,3203,5
41,コンパニオン特典1,190901,82091,154,1032,1034,1036,4000,7
42,コンパニオン特典2,190902,82091,155,1033,1035,1037,4001,7
43,剣術士,190201,82091,156,0,0,0,2000,2
44,斧術士,190202,82091,157,0,0,0,2001,2
