#,Name,Description,Icon,PlayerLevel,Unknown0,PlaceName,Order,Unknown1
0,,,0,0,0,0,1,False
1,木人討滅戦,揺るぎなく大地に立ち、空に気を巡らせ、海の如く雄大な心を以て戦う。古の武人の教えに従い、木人に向かい日々精進せよ！　さあ、制限時間内に木人を討滅してみせるのだ！,112145,60,0,2089,100,False
2,木人討滅戦（極ビスマルク級）,再召喚された雲神「ビスマルク」との戦闘を想定した木人を用意した。極まりし力を手にした雲神を討滅するつもりなら、その前にぜひここで鍛練を積んで行ってくれ！,112146,60,0,2089,101,False
3,木人討滅戦（アレキサンダー：起動編級）,突如として動き出した「機械仕掛けの巨人」の内部に突入すると聞いたぞ。こんな形でしか協力できないが、今回も木人を用意している。存分に叩いていってくれ！,112147,60,0,2089,102,False
4,木人討滅戦（アレキサンダー零式：起動編1級）,異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！,112148,60,0,2089,103,False
5,木人討滅戦（アレキサンダー零式：起動編2級）,異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！,112149,60,0,2089,104,False
6,木人討滅戦（アレキサンダー零式：起動編3級）,異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！,112150,60,0,2089,105,False
7,木人討滅戦（アレキサンダー零式：起動編4級）,異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！,112151,60,0,2089,106,False
8,木人討滅戦（蒼天幻想 ナイツ・オブ・ラウンド級）,「魔大陸」での死闘は、我々の耳にも届いているぞ。蛮神「ナイツ・オブ・ラウンド」との戦いは壮絶なものだったようだな。我々にもその勇姿を見せてくれ！,112152,60,0,2089,107,False
9,木人討滅戦（極魔神セフィロト級）,聞くところによれば、「三闘神」の討滅のために動き始めたそうだな？　魔神「セフィロト」との戦いを乗り越えたというが、次なる戦いのため、ぜひともここで訓練していくといい！,112153,60,0,2089,108,False
10,木人討滅戦（アレキサンダー：律動編級）,ふたたび「アレキサンダー」が動き出したことは、我々も確認している。さらに厳しさを増すであろう敵との戦いに備え、新たな木人を用意したので、腕試しをしてもらいたい！,112154,60,0,2089,109,False
