#,Text
0,
1,パラソルをさす
2,スカイパラソルをさす
3,紅漆塗番傘をさす
4,紫漆塗番傘をさす
5,黄漆塗番傘をさす
6,カルムチェックパラソルをさす
7,チアフルチェックパラソルをさす
8,クラッシーチェックパラソルをさす
9,背中にエンジェルウィングの幻影を写し出す
10,ゴールドソーサーパラソルをさす
11,プレザントドットパラソルをさす
12,プリムドットパラソルをさす
13,パストーラルドットパラソルをさす
14,ファットキャットパラソルをさす
15,ロンカの水蛇傘？をさす
16,紅小月番傘をさす
17,背中にフォーリン・エンジェルウィングの幻影を写し出す
18,背中にアーク・エンジェルウィングの幻影を写し出す
19,背中にディアボロスウィングの幻影を写し出す
20,背中にピクシーウィングの幻影を写し出す
21,
22,ミラージュ・オーバルグラスの幻影を写し出す
23,ホワイトフリルパラソルをさす
24,ブルーブロッサムパラソルをさす
25,ミラージュ・シェイデッドグラスの幻影を写し出す
26,ミラージュ・クラシックグラスの幻影を写し出す
27,サボテンダーパラソルをさす
28,背中にブルーピクシーウィングの幻影を写し出す
29,
30,ねこみみさんの傘をさす
31,防滴システムをさす
32,ミラージュ・ローズカラースペクタクルズの幻影を写し出す
33,付喪番傘をさす
34,おやかたくんの傘をさす
35,ナップサックを背負う
36,背中にスターチスウィングの幻影を写し出す
37,葉っぱの傘をさす
38,キャロットパラソルをさす
39,ネオンパラソルをさす
40,リボンパラソルをさす
41,ボムパラソルをさす
42,マンドラパラソルをさす
43,アルコンエッグパラソルをさす
44,ペルパックを背負う
45,ブラックレースパラソルをさす
46,ホワイトレースパラソルをさす
47,レポリットパラソルをさす
48,松明を掲げる
49,ミツネネコ華傘をさす
50,ピクシーパラソルをさす
51,ブルーピクシーパラソルをさす
52,
53,
54,スプリガンパラソルをさす
