#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131072,,,0,0,0,0,0,1,1,0,0,False
131073,,,2040811,0,0,0,148,2,2,0,0,False
131074,,「神勇隊司令室」へ入りますか？,3884000,590352,590353,0,204,3,1,0,0,False
131075,,「神勇隊司令室」から出ますか？,3884182,0,0,0,132,1,1,0,0,False
131076,,「不語仙の座卓」から出ますか？,3878860,0,0,0,133,1,1,0,0,False
131077,「花蜜桟橋」へ行く,「花蜜桟橋」へ移動しますか？,1381039,590354,590355,0,152,4,1,0,0,False
131078,,「グリダニア旧市街」へ移動しますか？,1381038,590356,590259,0,133,4,1,0,0,False
131079,,,4124796,0,0,0,177,5,3,0,0,False
131080,,,1359058,0,0,0,179,5,4,0,0,False
131081,,,4124801,0,0,0,178,5,5,0,0,False
131082,,退出しますか？,4125264,0,0,0,128,1,1,0,0,False
131083,,退出しますか？,2232680,0,0,0,132,1,1,0,0,False
131084,,退出しますか？,4125288,0,0,0,130,1,1,0,0,False
131085,,「銀冑団総長室」から出ますか？,4107979,0,0,0,131,1,1,0,0,False
131086,,"「クレセントコーヴ」へ移動しますか？
運賃：40ギル",4143657,590441,590620,590448,140,6,1,0,0,False
131087,,"「シルバーバザー」へ移動しますか？
運賃：40ギル",4143677,590442,590621,590449,140,6,1,0,0,False
131088,,「砂の家」へ入りますか？,4107477,0,590450,0,212,7,1,0,0,False
131089,,「砂の家」から出ますか？,4132388,0,0,0,140,1,1,0,0,False
131090,,「暁の間」へ入りますか？,4148347,0,590564,0,212,21,1,0,0,False
131091,,「暁の間」から出ますか？,4148350,0,0,0,212,1,1,0,0,False
131092,「4F：リムサ・ロミンサ・ランディング」へ行く,「4F：リムサ・ロミンサ・ランディング」へ移動しますか？,4158063,0,0,0,128,1,1,0,0,False
131093,「2F：冒険者ギルド「溺れた海豚亭」」へ行く,「2F：冒険者ギルド「溺れた海豚亭」」へ移動しますか？,4158069,0,0,0,128,1,1,0,0,False
131094,「1F：ブルワークホール」へ行く,「1F：ブルワークホール」へ移動しますか？,4161445,0,0,0,129,1,1,0,0,False
131095,「4F：ウルダハ・ランディング」へ行く,「4F：ウルダハ・ランディング」へ移動しますか？,4164411,0,0,0,130,1,1,0,0,False
131096,「2F：政庁層」へ行く,「2F：政庁層」へ移動しますか？,4164414,0,0,0,131,1,1,0,0,False
131097,「1F：ルビーロード国際市場」へ行く,「1F：ルビーロード国際市場」へ移動しますか？,4164413,0,0,0,130,1,1,0,0,False
131098,,「銀冑団総長室」に入りますか？,4087066,590451,590452,0,210,8,1,0,0,False
131099,,該当エリアへ移動しますか？,4165046,590611,0,0,146,1,1,0,0,False
131100,,水辺から脱出しますか？,4165037,590610,0,0,145,1,1,0,0,False
131101,「グリダニア」へ行く,"「グリダニア」へ移動しますか？
運賃：120ギル",4103382,0,590530,590453,132,9,1,227,232,True
131102,「リムサ・ロミンサ」へ行く,"「リムサ・ロミンサ」へ移動しますか？
運賃：120ギル",4103399,0,590530,590453,128,9,1,227,230,True
131103,「ウルダハ」へ行く,"「ウルダハ」へ移動しますか？
運賃：120ギル",4103339,0,589916,590454,130,9,1,231,228,True
131104,「リムサ・ロミンサ」へ行く,"「リムサ・ロミンサ」へ移動しますか？
運賃：120ギル",4103399,0,589916,590454,128,9,1,231,230,True
131105,「ウルダハ」へ行く,"「ウルダハ」へ移動しますか？
運賃：120ギル",4103339,0,590531,590455,130,9,1,229,228,True
131106,「グリダニア」へ行く,"「グリダニア」へ移動しますか？
運賃：120ギル",4103382,0,590531,590455,132,9,1,229,232,True
131107,,"「リムサ・ロミンサ」へ移動しますか？
運賃：80ギル",4165398,0,591076,590456,129,10,1,235,234,True
131108,,"「ベスパーベイ」へ移動しますか？
運賃：80ギル",4165376,0,591077,590457,140,10,1,233,236,True
131109,「エールポート」へ行く,"「エールポート」へ移動しますか？
運賃：40ギル",4165794,590514,590515,590622,138,11,1,0,0,False
131110,「リムサ・ロミンサ」へ行く,"「リムサ・ロミンサ」へ移動しますか？
運賃：40ギル",4165749,590516,590517,590623,129,11,1,0,0,False
131111,「コスタ・デル・ソル」へ行く,"「コスタ・デル・ソル」へ移動しますか？
運賃：40ギル",4165755,590518,590519,590624,137,12,1,0,0,False
131112,「リムサ・ロミンサ」へ行く,"「リムサ・ロミンサ」へ移動しますか？
運賃：40ギル",4165749,590520,590521,590625,129,12,1,0,0,False
131113,「ジジルン交易商店」へ行く,"「ジジルン交易商店」へ移動しますか？
運賃：40ギル",4165801,590510,0,590511,139,13,1,0,0,False
131114,「メメルン交易商店」へ行く,"「メメルン交易商店」へ移動しますか？
運賃：40ギル",4165797,590512,0,590513,139,13,1,0,0,False
131115,「エールポート」へ行く,"「エールポート」へ移動しますか？
運賃：40ギル",4165794,590522,590626,590628,138,14,1,0,0,False
131116,「キャンドルキープ埠頭」へ行く,"「キャンドルキープ埠頭」へ移動しますか？
運賃：40ギル",4165877,590523,590627,590629,135,14,1,0,0,False
131117,「白狼門（はくろうもん）」の外へ行く,「白狼門（はくろうもん）」から出ますか？,1317627,590524,590525,0,148,15,1,0,0,False
131118,,「グリダニア」へ入りますか？,1317561,590529,590526,0,132,15,1,0,0,False
131119,「レインキャッチャー」へ行く,"「レインキャッチャー」へ移動しますか？
運賃：40ギル",4165759,590527,0,590630,137,16,1,0,0,False
131120,「隠れ滝」へ行く,"「隠れ滝」へ移動しますか？
運賃：40ギル",4165758,590528,0,590631,137,16,1,0,0,False
131121,「不語仙の座卓」へ行く,「不語仙の座卓」へ移動しますか？,3877982,590535,590536,0,205,19,1,0,0,False
131122,「アドミラルブリッジ：提督室」へ行く,「アドミラルブリッジ：提督室」へ移動しますか？,4146949,590563,0,0,198,20,1,0,0,False
131123,,「アドミラルブリッジ：提督室」から出ますか？,4169071,0,0,0,129,1,1,0,0,False
131124,,,4190590,0,0,0,134,2,2,0,0,False
131125,,,4189532,0,0,0,141,2,2,0,0,False
131126,,「ミノタウロスマルム」へ移動しますか？,4165939,590603,0,0,146,1,1,0,0,False
131127,,「ナルの祠」へ移動しますか？,4165935,590604,0,0,146,1,1,0,0,False
131128,,「ラウンジ」へ戻りますか？,4103339,590607,0,0,130,1,1,0,0,False
131129,,「ラウンジ」へ戻りますか？,4103382,590608,0,0,132,1,1,0,0,False
131130,,「ラウンジ」へ戻りますか？,4103399,590609,0,0,128,1,1,0,0,False
131131,｢ウルヴズジェイル｣へ行く,「ウルヴズジェイル」へ移動しますか？,4264415,590632,0,0,250,1,1,0,0,False
131132,｢モラビー造船廠｣へ行く,「モラビー造船廠」へ移動しますか？,4264426,590633,0,0,135,1,1,0,0,False
131133,「エールポート」へ行く,「エールポート」へ移動しますか？,4165794,590634,0,0,138,1,1,0,0,False
131134,「幻影諸島」へ行く,"「幻影諸島」へ移動しますか？
運賃：40ギル",4264587,590635,590636,590637,138,22,1,0,0,False
131135,「エールポート」へ行く,「エールポート」へ移動しますか？,4165794,0,0,0,138,1,1,0,0,False
131136,「海蛇の巣穴」へ行く,"「海蛇の巣穴」へ移動しますか？
運賃：40ギル",4264605,590638,590639,590640,138,23,1,0,0,False
131137,,「隠された工房」から出ますか？,4321669,0,0,0,156,1,1,0,0,False
131138,,「グリダニア」へ移動しますか？,4102803,590843,0,0,132,1,1,0,0,False
131139,,「大迷宮バハムート：邂逅編」から退出しますか？,4332112,0,0,0,137,1,1,0,0,False
131140,,「大迷宮バハムート：邂逅編」から退出しますか？,4332121,0,0,0,147,1,1,0,390,False
131141,,作動させますか？,4331241,0,0,0,247,1,1,389,0,False
131142,,「暁の間」へ入りますか？,4498658,0,0,0,351,1,1,0,0,False
131143,,「暁の間」から出ますか？,4498656,0,0,0,351,1,1,0,0,False
131144,,「石の家」へ入りますか？,4498659,0,0,0,351,1,1,0,0,False
131145,,「石の家」から出ますか？,4498857,0,0,0,156,1,1,0,0,False
131146,,「八剣士の前庭」へ入りますか？,4506602,0,0,0,156,1,1,0,0,False
131147,,「八剣士の前庭」から出ますか？,4506605,0,0,0,156,1,1,0,0,False
131148,,「ハウス」へ入りますか？,0,0,0,0,0,1,6,0,0,False
131149,,「ハウス」から出ますか？,0,0,0,0,0,1,7,0,0,False
131150,,,4549235,591149,0,0,340,1,1,0,0,False
131151,,,4549391,591150,0,0,148,1,1,0,0,False
131152,,「第13洞穴団の錬金工房」から出ますか？,4618997,0,0,0,180,1,1,0,0,False
131153,,「ノォヴの育成地」に戻りますか？ ,4629135,0,0,0,138,1,1,0,0,False
131154,,「ノォヴの育成地」に戻りますか？ ,4629135,0,0,0,138,1,1,0,0,False
131155,,「ノォヴの育成地」に戻りますか？ ,4629135,0,0,0,138,1,1,0,0,False
131156,,「ノォヴの育成地」に戻りますか？ ,4629135,0,0,0,138,1,1,0,0,False
131157,,「ノォヴの育成地」に戻りますか？ ,4629135,0,0,0,138,1,1,0,0,False
131158,「ラベンダーベッド」へ行く,,4549235,591254,591260,0,340,24,1,0,0,False
131159,,,1381038,591255,591261,0,133,24,1,0,0,False
131160,「ミスト・ヴィレッジ」へ行く,,4664433,591256,591262,0,339,25,1,0,0,False
131161,,,4165749,591257,591263,0,129,25,1,0,0,False
131162,,,4656744,591258,591264,0,341,26,1,0,0,False
131163,,,4660251,591259,591265,0,131,26,1,0,0,False
131164,,「エオルゼア地下空間」から退出しますか？,4678209,0,0,0,154,1,1,0,0,False
131165,,「大迷宮バハムート：侵攻編」から退出しますか？,4332121,0,0,0,147,1,1,0,0,False
131166,,「応接室」へ移動しますか？,5036036,591750,0,0,395,1,1,0,0,False
131167,,「応接室」から出ますか？,5036025,0,0,0,155,1,1,0,0,False
131168,,会場から退出しますか？,5038695,0,0,0,152,1,1,0,0,False
131169,「洋上の大型船」へ行く,「洋上の大型船」へ移動しますか？,5049372,590097,0,0,137,1,1,0,0,False
131170,「コスタ・デル・ソル」へ行く,「コスタ・デル・ソル」へ移動しますか？,4165755,590098,0,0,137,1,1,0,0,False
131171,,「双剣士ギルド」から出ますか？,5341046,0,0,0,129,1,1,0,0,False
131172,「双剣士ギルド」へ入る,「双剣士ギルド」へ入りますか？,5341051,591865,0,0,129,27,1,0,0,False
131173,,「船着場の平屋」 から出ますか？,5341521,0,0,0,137,1,1,0,0,False
131174,「船着場の平屋」へ入る,「船着場の平屋」へ移動しますか？,5341524,591889,591888,0,137,28,1,0,0,False
131175,,「エオルゼア地下空間」から退出しますか？,5404445,0,0,0,147,1,1,0,0,False
131176,,セレモニー会場「久遠の聖堂」へ入りますか？,5038252,0,0,0,392,1,8,0,0,False
131177,,「チョコボスクウェア」へ移動しますか？,5448900,591975,0,0,388,1,1,0,0,False
131178,,「エントランススクウェア」へ移動しますか？,5448873,591981,0,0,144,1,1,0,0,False
131179,「ゴールドソーサー」へ行く,"「ゴールドソーサー」へ移動しますか？
運賃：無料",5649379,0,591990,0,144,29,1,0,0,False
131180,「ゴールドソーサー」へ行く,"「ゴールドソーサー」へ移動しますか？
運賃：無料",5649379,0,591990,0,144,29,1,0,0,False
131181,「ゴールドソーサー」へ行く,"「ゴールドソーサー」へ移動しますか？
運賃：無料",5649379,0,591990,0,144,29,1,0,0,False
131182,「リムサ・ロミンサ」へ行く,"「リムサ・ロミンサ」へ移動しますか？
運賃：120ギル",4103399,0,0,592264,128,30,1,0,0,False
131183,「ウルダハ」へ行く,"「ウルダハ」へ移動しますか？
運賃：無料",4103339,0,0,0,130,1,1,0,0,False
131184,「グリダニア」へ行く,"「グリダニア」へ移動しますか？
運賃：120ギル",4103382,0,0,592264,132,30,1,0,0,False
131185,,「皇都イシュガルド」へ移動しますか？,5827477,592249,0,0,418,1,1,0,0,False
131186,,「大審門」へ移動しますか？,5835896,592250,0,0,155,1,1,0,0,False
131187,「ライトフェザー闘技場」へ行く,「ライトフェザー闘技場」へ入りますか？,5822019,592251,0,0,439,1,1,0,0,False
131188,「キャンプ・クラウドトップ」へ行く,"「キャンプ・クラウドトップ」へ移動しますか？
運賃：無料",5835987,0,0,0,401,1,1,0,0,False
131189,,「ブルーウィンドウ」へ移動しますか？,5836049,592253,0,0,401,1,1,0,0,False
131190,「魔大陸アジス・ラー」へ行く,「魔大陸アジス・ラー」へ移動しますか？,5836085,592254,0,0,402,1,1,0,0,False
131191,,「聖アンダリム神学院」へ入りますか？,5821242,592255,0,0,427,1,1,0,0,False
131192,,「フォルタン伯爵邸」へ入りますか？,5822004,592256,0,0,433,1,1,0,0,False
131193,,「聖アンダリム神学院」から出ますか？,5827748,0,0,0,419,1,1,0,0,False
131194,,「神殿騎士団総長室」から出ますか？,5827491,0,0,0,418,1,1,0,0,False
131195,,「フォルタン伯爵邸」から出ますか？,5827750,0,0,0,419,1,1,0,0,False
131196,,「ライトフェザー闘技場」から出ますか？,5827495,0,0,0,418,1,1,0,0,False
131197,,"「イシュガルド・ランディング」へ移動しますか？
運賃：無料",5835975,592257,0,0,419,1,1,0,0,False
