#,Text,GroupTitle,LookupTable,Group,Key
100,【言葉】,コトバ.,@,1,0
101,定型文辞書を使ってください。,テイケイブンジショヲツカッテクダサイ。,,1,1
102,日本語,ニホンゴ,,1,10
103,英語,エイゴ,,1,11
104,フランス語,フランスゴ,,1,12
105,ドイツ語,ドイツゴ,,1,13
106,日本語は話せますか？,ニホンゴハハナセマスカ?,,1,31
107,英語は話せますか？,エイゴハハナセマスカ?,,1,32
108,フランス語は話せますか？,フランスゴハハナセマスカ?,,1,33
109,ドイツ語は話せますか？,ドイツゴハハナセマスカ?,,1,34
110,私は英語が話せません。,ワタシハエイゴガハナセマセン。,,1,41
111,私は日本語が話せません。,ワタシハニホンゴガハナセマセン。,,1,40
112,私はフランス語が話せません。,ワタシハフランスゴガハナセマセン。,,1,42
113,私はドイツ語が話せません。,ワタシハドイツゴガハナセマセン。,,1,43
114,聞いてください。,キイテクダサイ。,,1,20
115,聞こえていますか？,キコエテイマスカ?,,1,21
116,少し話せます。,スコシハナセマス。,,1,22
117,少しなら理解できます。,スコシナラリカイデキマス。,,1,23
118,簡単な単語で話してください。,カンタンナタンゴデハナシテクダサイ。,,1,24
119,省略形ではなくフルスペルでお願いします。,ショウリャクケイデハナクフルスペルデオネガイシマス。,,1,25
120,返事するのでちょっと待ってください。,ヘンジスルノデチョットマッテクダサイ。,,1,26
121,母国語は何ですか？,ボコクゴハナンデスカ?,,1,30
122,,,,0,0
123,,,,0,0
124,,,,0,0
125,,,,0,0
126,,,,0,0
127,,,,0,0
128,,,,0,0
129,,,,0,0
130,,,,0,0
131,,,,0,0
132,,,,0,0
133,,,,0,0
134,,,,0,0
135,,,,0,0
136,,,,0,0
137,,,,0,0
138,,,,0,0
139,,,,0,0
140,,,,0,0
141,,,,0,0
142,,,,0,0
143,,,,0,0
144,,,,0,0
145,,,,0,0
146,,,,0,0
147,,,,0,0
148,,,,0,0
149,,,,0,0
150,,,,0,0
151,,,,0,0
152,,,,0,0
153,,,,0,0
154,,,,0,0
155,,,,0,0
156,,,,0,0
157,,,,0,0
158,,,,0,0
159,,,,0,0
160,,,,0,0
161,,,,0,0
162,,,,0,0
163,,,,0,0
164,,,,0,0
165,,,,0,0
166,,,,0,0
167,,,,0,0
168,,,,0,0
169,,,,0,0
170,,,,0,0
171,,,,0,0
172,,,,0,0
173,,,,0,0
174,,,,0,0
175,,,,0,0
176,,,,0,0
177,,,,0,0
178,,,,0,0
179,,,,0,0
180,,,,0,0
181,,,,0,0
182,,,,0,0
183,,,,0,0
184,,,,0,0
185,,,,0,0
186,,,,0,0
187,,,,0,0
188,,,,0,0
189,,,,0,0
190,,,,0,0
191,,,,0,0
192,,,,0,0
193,,,,0,0
194,,,,0,0
195,,,,0,0
196,,,,0,0
197,,,,0,0
198,,,,0,0
199,,,,0,0
200,【あいさつ】,アイサツ.,@,2,0
201,はじめまして。,ハジメマシテ。,,2,1
202,おはよう。,オハヨウ。,,2,2
203,こんにちは。,コンニチハ。,,2,3
204,こんばんは。,コンバンハ。,,2,4
205,おやすみなさい。,オヤスミナサイ。,,2,5
206,さようなら。,サヨウナラ。,,2,6
207,今日は楽しかったです。,キョウハタノシカッタデス。,,2,7
208,また会いましょう！,マタアイマショウ!,,2,8
209,また遊びましょう。,マタアソビマショウ。,,2,9
210,ただいま。,タダイマ。,,2,10
211,おかえり。,オカエリ。,,2,11
212,おめでとう！,オメデトウ!,,2,12
213,よくやった！,ヨクヤッタ!,,2,13
214,がんばって！,ガンバッテ!,,2,14
215,やったー！,ヤッター!,,2,15
216,ありがとう。,アリガトウ。,,2,16
217,どういたしまして。,ドウイタシマシテ。,,2,17
218,気を付けてください。,キヲツケテクダサイ。,,2,18
219,ごめんなさい。,ゴメンナサイ。,,2,19
220,許してください。,ユルシテクダサイ。,,2,20
221,残念です。,ザンネンデス。,,2,21
222,ちょっといいですか？,チョットイイデスカ?,,2,22
223,それではよい旅を。,ソレデハヨイタビヲ。,,2,23
224,ここに来るのは初めてです。,ココニクルノハハジメテデス。,,2,24
225,楽しみです！,タノシミデス!,,2,25
226,お疲れ様でした。,オツカレサマデシタ。,,2,26
227,よろしくお願いします！,ヨロシクオネガイシマス!,,2,27
228,ありがとうございました。これで失礼します。,アリガトウゴザイマシタ。コレデシツレイシマス。,,2,28
229,気楽にやりましょう！,キラクニヤリマショウ!,,2,29
230,がんばります！,ガンバリマス!,,2,31
231,一緒にがんばりましょう！,イッショニガンバリマショウ!,,2,30
232,楽しみましょう！,タノシミマショウ!,,2,32
233,落ち着いていきましょう！,オチツイテイキマショウ!,,2,33
234,,,,0,0
235,,,,0,0
236,,,,0,0
237,,,,0,0
238,,,,0,0
239,,,,0,0
240,,,,0,0
241,,,,0,0
242,,,,0,0
243,,,,0,0
244,,,,0,0
245,,,,0,0
246,,,,0,0
247,,,,0,0
248,,,,0,0
249,,,,0,0
250,,,,0,0
251,,,,0,0
252,,,,0,0
253,,,,0,0
254,,,,0,0
255,,,,0,0
256,,,,0,0
257,,,,0,0
258,,,,0,0
259,,,,0,0
260,,,,0,0
261,,,,0,0
262,,,,0,0
263,,,,0,0
264,,,,0,0
265,,,,0,0
266,,,,0,0
267,,,,0,0
268,,,,0,0
269,,,,0,0
270,,,,0,0
271,,,,0,0
272,,,,0,0
273,,,,0,0
274,,,,0,0
275,,,,0,0
276,,,,0,0
277,,,,0,0
278,,,,0,0
279,,,,0,0
280,,,,0,0
281,,,,0,0
282,,,,0,0
283,,,,0,0
284,,,,0,0
285,,,,0,0
286,,,,0,0
287,,,,0,0
288,,,,0,0
289,,,,0,0
290,,,,0,0
291,,,,0,0
292,,,,0,0
293,,,,0,0
294,,,,0,0
295,,,,0,0
296,,,,0,0
297,,,,0,0
298,,,,0,0
299,,,,0,0
300,【質問】,シツモン.,@,3,0
301,誰ですか？,ダレデスカ?,,3,1
302,どちらですか？,ドチラデスカ?,,3,2
303,どうすればいいですか？,ドウスレバイイデスカ?,,3,3
304,何ですか？,ナンデスカ?,,3,4
305,いつですか？,イツデスカ?,,3,5
306,いくつですか？,イクツデスカ?,,3,6
307,どこですか？,ドコデスカ?,,3,7
308,なぜですか？,ナゼデスカ?,,3,8
309,どうしてですか？,ドウシテデスカ?,,3,9
310,どこに行きますか？,ドコニイキマスカ?,,3,10
311,できますか？,デキマスカ?,,3,11
312,助けはいりますか？,タスケハイリマスカ?,,3,12
313,どのコンテンツをやりますか？,ドノコンテンツヲヤリマスカ?,,3,13
314,どのコンテンツならできますか？,ドノコンテンツナラデキマスカ?,,3,14
315,持っていますか？,モッテイマスカ?,,3,15
316,今どんな武器を持っていますか？,イマドンナブキヲモッテイマスカ?,,3,16
317,他にどのクラスができますか？,ホカニドノクラスガデキマスカ?,,3,17
318,他にどのロールができますか？,ホカニドノロールガデキマスカ?,,3,18
319,セットしていますか？,セットシテイマスカ?,,3,19
320,どんな戦術でいきますか？,ドンナセンジュツデイキマスカ?,,3,20
321,フレンドになってくれませんか？,フレンドニナッテクレマセンカ?,,3,21
322,休憩しませんか？,キュウケイシマセンカ?,,3,22
323,修理しましょうか？,シュウリシマショウカ?,,3,23
324,修理してくれませんか？,シュウリシテクレマセンカ?,,3,24
325,マテリア装着しましょうか？,マテリアソウチャクシマショウカ?,,3,25
326,マテリア装着してくれませんか？,マテリアソウチャクシテクレマセンカ?,,3,26
327,パーティに入りませんか？,パーティニハイリマセンカ?,,3,27
328,パーティに入れてくれませんか？,パーティニイレテクレマセンカ?,,3,28
329,パーティを解散しますか？,パーティヲカイサンシマスカ?,,3,29
330,リンクシェルに入りませんか？,リンクシェルニハイリマセンカ?,,3,30
331,リンクシェルに入れてくれませんか？,リンクシェルニイレテクレマセンカ?,,3,31
332,フリーカンパニーに入りませんか？,フリーカンパニーニハイリマセンカ?,,3,32
333,フリーカンパニーに入れてくれませんか？,フリーカンパニーニイレテクレマセンカ?,,3,33
334,何をしていますか？,ナニヲシテイマスカ?,,3,34
335,カード対戦しませんか？,カードタイセンシマセンカ?,,3,35
336,ルールを変えませんか？,ルールヲカエマセンカ?,,3,36
337,大会の対戦をしませんか？,タイカイノタイセンヲシマセンカ?,,3,37
338,MPは大丈夫ですか？,MPハダイジョウブデスカ?,,3,38
339,わからないことはありますか？,ワカラナイコトハアリマスカ?,,3,39
340,見ましたか？,ミマシタカ?,,3,40
341,攻略方法はわかりますか？,コウリャクホウホウハワカリマスカ?,,3,41
342,作戦を立てませんか？,サクセンヲタテマセンカ?,,3,42
343,相乗りしませんか？,アイノリシマセンカ?,,3,43
344,相乗りさせてくれませんか？,アイノリサセテクレマセンカ?,,3,44
345,,,,0,0
346,,,,0,0
347,,,,0,0
348,,,,0,0
349,,,,0,0
350,,,,0,0
351,,,,0,0
352,,,,0,0
353,,,,0,0
354,,,,0,0
355,,,,0,0
356,,,,0,0
357,,,,0,0
358,,,,0,0
359,,,,0,0
360,,,,0,0
361,,,,0,0
362,,,,0,0
363,,,,0,0
364,,,,0,0
365,,,,0,0
366,,,,0,0
367,,,,0,0
368,,,,0,0
369,,,,0,0
370,,,,0,0
371,,,,0,0
372,,,,0,0
373,,,,0,0
374,,,,0,0
375,,,,0,0
376,,,,0,0
377,,,,0,0
378,,,,0,0
379,,,,0,0
380,,,,0,0
381,,,,0,0
382,,,,0,0
383,,,,0,0
384,,,,0,0
385,,,,0,0
386,,,,0,0
