#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown4,SortKey,FontColor,Unknown3,Category,Unknown1,Unknown2
0,なし,0,0,0,0,0,0,0,0,0,True,True
1,,0,0,0,0,0,0,0,0,0,False,False
2,無地：ブラック,193002,1,0,0,0,1,1,0,1,True,True
3,無地：ホワイト,193003,1,0,0,0,2,2,0,1,True,True
4,無地：パープル,193004,1,0,0,0,5,1,0,1,True,True
5,グラデーション：TANK,193005,1,0,0,0,6,1,0,1,True,True
6,グラデーション：DPS,193006,1,0,0,0,8,1,0,1,True,True
7,グラデーション：HEALER,193007,1,0,0,0,7,1,0,1,True,True
8,無地：アイボリー,193008,1,0,0,0,4,2,0,1,True,True
9,半透明,193009,1,0,0,0,10,1,0,1,True,True
10,無地：ベージュ,193010,1,0,0,0,3,2,0,1,True,True
11,グラデーション：ピンク,193011,1,0,0,0,9,2,0,1,True,True
12,,0,0,0,0,0,0,0,0,0,False,False
13,,0,0,0,0,0,0,0,0,0,False,False
14,,0,0,0,0,0,0,0,0,0,False,False
15,,0,0,0,0,0,0,0,0,0,False,False
16,,0,0,0,0,0,0,0,0,0,False,False
17,,0,0,0,0,0,0,0,0,0,False,False
18,,0,0,0,0,0,0,0,0,0,False,False
19,,0,0,0,0,0,0,0,0,0,False,False
20,,0,0,0,0,0,0,0,0,0,False,False
21,,0,0,0,0,0,0,0,0,0,False,False
22,,0,0,0,0,0,0,0,0,0,False,False
23,,0,0,0,0,0,0,0,0,0,False,False
24,,0,0,0,0,0,0,0,0,0,False,False
25,,0,0,0,0,0,0,0,0,0,False,False
26,,0,0,0,0,0,0,0,0,0,False,False
27,,0,0,0,0,0,0,0,0,0,False,False
28,,0,0,0,0,0,0,0,0,0,False,False
29,,0,0,0,0,0,0,0,0,0,False,False
30,,0,0,0,0,0,0,0,0,0,False,False
31,,0,0,0,0,0,0,0,0,0,False,False
32,,0,0,0,0,0,0,0,0,0,False,False
33,,0,0,0,0,0,0,0,0,0,False,False
34,,0,0,0,0,0,0,0,0,0,False,False
35,,0,0,0,0,0,0,0,0,0,False,False
36,,0,0,0,0,0,0,0,0,0,False,False
37,,0,0,0,0,0,0,0,0,0,False,False
38,,0,0,0,0,0,0,0,0,0,False,False
39,,0,0,0,0,0,0,0,0,0,False,False
40,,0,0,0,0,0,0,0,0,0,False,False
41,,0,0,0,0,0,0,0,0,0,False,False
42,,0,0,0,0,0,0,0,0,0,False,False
43,,0,0,0,0,0,0,0,0,0,False,False
44,,0,0,0,0,0,0,0,0,0,False,False
45,,0,0,0,0,0,0,0,0,0,False,False
46,,0,0,0,0,0,0,0,0,0,False,False
47,,0,0,0,0,0,0,0,0,0,False,False
48,,0,0,0,0,0,0,0,0,0,False,False
49,,0,0,0,0,0,0,0,0,0,False,False
50,,0,0,0,0,0,0,0,0,0,False,False
51,,0,0,0,0,0,0,0,0,0,False,False
52,コンパニオン特典1,193901,154,1032,1034,1036,4000,1,0,7,True,True
53,コンパニオン特典2,193902,155,1033,1035,1037,4001,1,0,7,True,True
54,絶バハムート討滅戦,193701,319,0,0,0,2500,1,0,4,True,True
55,絶アルテマウェポン破壊作戦,193702,320,0,0,0,2501,1,0,4,True,True
56,絶アレキサンダー討滅戦,193703,321,0,0,0,2502,2,0,4,True,True
57,絶竜詩戦争,193704,322,0,0,0,2503,1,0,4,True,True
58,友好部族クエスト：オミクロン族,193966,344,0,0,0,2315,1,0,3,True,True
59,コーヒーブレイク,193012,1,0,0,0,11,1,0,1,True,True
60,幾何学模様：サークル,193013,1,0,0,0,12,1,0,1,True,True
61,ミュージック,193014,347,0,0,0,13,1,0,7,True,True
62,東方風,193015,1,0,0,0,14,1,0,1,True,True
63,友好部族クエスト：ピクシー族,193962,429,0,0,0,2311,1,0,3,True,True
64,友好部族クエスト：キタリ族,193963,430,0,0,0,2312,1,0,3,True,True
65,友好部族クエスト：ドワーフ族,193964,431,0,0,0,2313,1,0,3,True,True
66,友好部族クエスト：アルカソーダラ族,193965,432,0,0,0,2314,1,0,3,True,True
67,友好部族クエスト：レポリット族,193967,433,0,0,0,2316,1,0,3,True,True
