#,Text
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,「ドマ式麻雀」ってどんなゲーム？
30,1.　はじめに
31,"「ドマ式麻雀」は4人のプレイヤーで対戦するテーブルゲームです。
ドマ式麻雀のゲームルールは日本で汎用的に遊ばれている麻雀に則っています。
次の項目からは「ドマ式麻雀」を遊ぶために必要な、
基礎的な知識/ルールについて説明していきます。

"
32,2.　どうやって遊ぶの？
33,"「ドマ式麻雀」は4人で行う対戦型ゲームです。14枚のドマ式麻雀牌を組み合わせて「完成の形」を作り上げるスピードとその点数の高さを競います。

ゲームを開始すると、まず4人のプレイヤーにそれぞれ13枚の手牌が配られます。
最初の手番のプレイヤーには新しく1枚牌が配られるので、いらない牌を1枚捨てます。次に右隣のプレイヤーにも同様に1枚牌が配られるのでいらない牌を1枚捨てる、これを繰り返してゲームは進行していきます。

1枚配られてきた14枚で「完成の形」が最初にできたプレイヤーがそのフェーズの勝ちとなり、点数を受け取ります。このフェーズを繰り返し、半荘戦では8回のフェーズが、東風戦では4回のフェーズが終わった時点で点数が一番多い人が勝者となって１ゲームが終了します。

ではまず、「完成の形」とはどのようなものか見てみましょう。"
34,"上図のように14枚の牌で、**3枚1組のグループを4つと、同じ牌2枚1組を作ることが「完成の形」**となります。3枚1組のグループの作り方は別項目で解説しますが、この組み合わせの難易度が高いほど、勝ちとなったときの点数は高くなります。

"
35,3.　ドマ式麻雀牌の種類
36,"ドマ式麻雀牌には「数字が記された牌」と「文字が記された牌」の
2つの系統の牌があります。

■「数字が記された牌」
数字が記された牌は3種類あり、それぞれ1～9までの数値を表しています。
"
37,"■「文字が記された牌」
文字が記された牌は2種類あります。
これらの牌は「数字が記された牌」のような順番はありません。"
38,"なお、ドマ式麻雀牌はまったく同じ図柄の牌が4枚ずつあります。上図にある34枚の牌が4枚ずつあるため、牌の数は全部で136枚です。
**ドマ式麻雀はこの136枚の牌をつかって、手牌14枚の組み合わせの完成形を、他のプレイヤーよりも早く（なおかつできるだけ高い点数で）作り上げることを競い合うゲームなのです。**

"
39,4.　手牌の組み合わせ
40,"■連続する３つの数字を組み合わせる
同じ種類の「数字が記された牌」で、「2-3-4」「4-5-6」「7-8-9」のように3つの連続する数字が記された牌を集めることで1つの組み合わせを作ることができます。
しかし、異なる種類での組み合わせは認められていません。また「8-9-1」「9-1-2」のようにループしてしまう組み合わせも認められていません。"
41,"■全く同じ牌を３枚あつめる
全く同じ牌を3つ集めても1組の組み合わせにできます。
これは「数字が記された牌」/「文字が記された牌」のどちらでも可能です。"
