#,Text,Unknown_70_1,Unknown_70_2,Unknown_70_3,AchievementCredit,Item,GatheringItemLevel,Unknown1,FishingSpot,GatheringSubCategory,OceanStars,FishingRecordType,IsHidden,IsInLog
0,,,,,0,0,0,0,0,0,0,0,False,True
1,大きく育つ海藻。その名は1マルム(約1600m)もの長さのケルプが打ち上げられた、との言い伝えによる,,,,0,4776,4,2000,36,0,0,0,False,True
2,針がなくても釣れる、と言われるほど食欲旺盛。目の前に動く物があれば、なんでもハサミで捕らえようとする,,,,0,4925,2,2000,2,0,0,2,False,True
3,繁殖期になると、頭や腹、尾びれなどが色鮮やかに変色。この婚姻色の美しさゆえに、観賞魚として人気が高い,,,,0,4926,3,2000,39,0,0,2,False,True
4,多くの大型魚のエサとして、食物連鎖を支える。漁師にとっては、釣り餌の材料として、馴染み深い存在,,,,0,4869,3,2000,36,0,0,0,False,True
5,キキルンの船乗りが、船倉で腐ったこの魚を発見。食べたところ美味であった。これが塩蔵アンチョビの始まり,,,,0,4870,3,2000,36,0,0,0,False,True
6,クルザスの民話によれば、昔は空を舞っていたが、傲慢さゆえに神々に罰せられ水底を這うようになったという,,,,0,4927,4,2000,2,0,0,2,False,True
7,釣り上げたとき、稀に背びれと骨をこすらせて「ギギギギギ」と低い音を発する。釣られるのが悔しいらしい,,,,0,4928,4,2000,41,0,0,2,False,True
8,指ほどの大きさの小さな海老。煮込み料理の具などに用いられるほか、釣り餌としても広く利用されている,,,,0,4871,4,2000,36,0,0,0,False,True
9,陽光を浴びることがない環境を棲息地とするため、甲殻が白く退色している。特に脱皮直後は、ほぼ透明になる,,,,0,4929,5,2000,72,0,0,2,False,True
10,岩のようにも見えるが、歴とした生物。磨き上げると白く美しい光沢を放つため、「海の宝石」とも呼ばれる,,,,0,5460,5,2000,59,0,0,0,False,True
11,トラウト釣りの入門魚として人気の魚。だが、技を極めた漁師も、晩年はこの魚と向き合うことを好むという,,,,0,4930,5,2000,39,0,0,2,False,True
12,ごく一般的なクラゲ。シャーレアンの博物学者により、九段階に変態しつつ成長することが解明されている,,,,0,4872,6,2000,37,0,0,0,False,True
13,バイルブランド島において、陸封されたゴビーの一種。ゴビーは棲息域によって、多様な色合いのものがいる,,,,0,4931,6,2000,41,0,0,2,False,True
14,その見た目から嫌う人も多いが、翠浪海に浮かぶマズラヤ島や近東のサベネア島では、乾き物にして食すという,,,,0,4873,7,2000,37,0,0,0,False,True
15,港湾部の近くにも回遊してくるため、手軽に釣れる魚。海洋都市リムサ・ロミンサでは、特に親しまれている,,,,0,4874,7,2000,35,0,0,0,False,True
16,非常に獰猛な肉食魚で、川や湖に入った子供や家畜が噛まれることもしばしば。蒸し焼きにすると美味,,,,0,4932,7,2000,91,0,0,2,False,True
17,紅色のザリガニだが、幼生のときは青みがかった灰色をしている。成長するに従い、赤味が増すという,,,,0,4933,8,2000,54,0,0,2,False,True
18,美味で知られる二枚貝。沿岸部の住人たちの間では、さまざまな家庭料理に用いられることで知られている,,,,0,4875,8,2000,49,0,0,0,False,True
19,水底の砂をかきわけて、体を隠す習性を持つ。そのためラノシアでは、臆病者を「スナモグリ野郎」と呼ぶ,,,,0,4934,8,2000,40,0,0,2,False,True
