#,Unknown0
0,0
1000,0
1001,10000
1002,10
1003,12
1004,14
1005,16
1006,18
1007,20
1008,500
1009,500
1010,500
1011,0
1012,0
1013,0
1014,40000
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,999999
1023,3000
1024,0
1025,0
1026,0
1027,0
1028,1000
1029,1500
1030,1000
1031,1500
1032,500
1033,1000
1034,1000
1035,1200
1036,1000
1037,1000
1038,84500
1039,0
2000,0
2001,600
2002,720
2003,870
2004,1020
2005,1170
2006,1320
2007,0
2008,0
2009,0
2010,0
2011,30
2012,1
2013,1
2014,90
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
