#,Name,Icon,Quest,AcceptTalk,FailTalk,FestivalId,FestivalPhase,Unknown2
262144,,0,0,0,0,0,0,False
262145,,0,0,0,0,0,0,False
262151,Objets,0,0,0,0,0,0,True
262152,,0,0,0,0,0,0,False
262153,,0,0,0,0,0,0,False
262154,,0,0,0,0,0,0,False
262155,,0,0,0,0,0,0,False
262156,,0,0,0,0,0,0,False
262157,,0,0,0,0,0,0,True
262158,Objets,0,0,0,0,0,0,True
262159,,0,0,0,0,0,0,False
262160,,0,0,0,0,0,0,False
262161,,0,0,0,0,0,0,False
262162,,0,0,0,0,0,0,False
262163,,0,0,0,0,0,0,False
262164,Objets,0,0,0,0,0,0,True
262165,,0,0,0,0,0,0,False
262166,,0,0,0,0,0,0,False
262167,,0,0,0,0,0,0,False
262168,,0,0,0,0,0,0,False
262169,,0,0,0,0,0,0,False
262170,,0,0,0,0,0,0,True
262171,,0,0,0,0,0,0,True
262172,,0,0,0,0,0,0,True
262173,,0,0,0,0,0,0,True
262174,,0,0,0,0,0,0,True
262175,,0,0,0,0,0,0,True
262176,,0,0,0,0,0,0,True
262177,,0,0,0,0,0,0,True
262178,,0,0,0,0,0,0,False
262179,,0,0,0,0,0,0,False
262180,Objets,0,0,0,0,0,0,True
262181,Objets,0,0,0,0,0,0,True
262182,,0,0,0,0,0,0,True
262183,,0,0,0,0,0,0,False
262184,,0,0,0,0,0,0,False
262185,,0,0,0,0,0,0,True
262186,,0,0,0,0,0,0,False
262187,,0,0,0,0,0,0,False
262188,,0,0,0,0,0,0,False
262189,,0,0,0,0,0,0,False
262190,,0,0,0,0,0,0,True
262191,Objets,0,0,0,0,0,0,True
262192,,0,0,0,0,0,0,True
262193,,0,0,0,0,0,0,False
262194,,0,0,0,0,0,0,False
262195,,0,0,0,0,0,0,False
262196,,0,0,0,0,0,0,False
262197,,0,0,0,0,0,0,True
262198,,0,0,0,0,0,0,False
262199,,0,0,0,0,0,0,False
262200,,0,0,0,0,0,0,True
262201,Objets,0,0,0,0,0,0,True
262202,,0,0,0,0,0,0,True
262203,,0,0,0,0,0,0,False
262204,,0,0,0,0,0,0,False
262205,,0,0,0,0,0,0,False
262206,,0,0,0,0,0,0,False
262207,,0,0,0,0,0,0,True
262208,,0,0,0,0,0,0,True
262209,Armes,0,0,0,0,0,0,True
262210,,0,0,0,0,0,0,True
262211,,0,0,0,0,0,0,True
262212,Accessoires de combat,0,0,0,0,0,0,True
262213,Équipement de combat,0,0,0,0,0,0,True
262214,Équipement de travail,0,0,0,0,0,0,True
262215,Armes,0,0,0,0,0,0,True
262216,Outils,0,0,0,0,0,0,True
262217,Armes,0,0,0,0,0,0,True
262218,Équipement de combat,0,0,0,0,0,0,True
262219,Équipement de travail,0,0,0,0,0,0,True
262221,Outils,0,0,0,0,0,0,True
262222,Armes,0,0,0,0,0,0,True
262223,Équipement de combat,0,0,0,0,0,0,True
262224,Équipement de travail,0,0,0,0,0,0,True
262225,Outils,0,0,0,0,0,0,True
262226,Armes,0,0,0,0,0,0,True
262227,Équipement de combat,0,0,0,0,0,0,True
262228,Équipement de travail,0,0,0,0,0,0,True
262229,Outils,0,0,0,0,0,0,True
262230,Armes,0,0,0,0,0,0,True
262231,Équipement de combat,0,0,0,0,0,0,True
262232,Équipement de travail,0,0,0,0,0,0,True
262233,Outils,0,0,0,0,0,0,True
262234,Armes,0,0,0,0,0,0,True
262235,Équipement de combat,0,0,0,0,0,0,True
262236,Équipement de travail,0,0,0,0,0,0,True
262237,Outils,0,0,0,0,0,0,True
262238,Armes,0,0,0,0,0,0,True
262239,Équipement de combat,0,0,0,0,0,0,True
262240,Équipement de travail,0,0,0,0,0,0,True
262241,Outils,0,0,0,0,0,0,True
262242,Armes,0,0,0,0,0,0,True
262243,Équipement de combat,0,0,0,0,0,0,True
262244,Équipement de travail,0,0,0,0,0,0,True
262245,Outils,0,0,0,0,0,0,True
262246,Armes,0,0,0,0,0,0,True
262247,Équipement de combat,0,0,0,0,0,0,True
262248,Équipement de travail,0,0,0,0,0,0,True
262249,Outils,0,0,0,0,0,0,True
262250,Armes,0,0,0,0,0,0,True
262251,Équipement de combat,0,0,0,0,0,0,True
262252,Équipement de travail,0,0,0,0,0,0,True
