#,Message,ChoicesText[0],ChoicesText[1],ChoicesText[2],ChoicesText[3],ChoicesText[4],ChoicesText[5],ChoicesText[6],ChoicesText[7],ChoicesText[8],ChoicesText[9],NextTalk,ActionTimeline,ChoicesTalk[0],ChoicesTalk[1],ChoicesTalk[2],ChoicesTalk[3],ChoicesTalk[4],ChoicesTalk[5],ChoicesTalk[6],ChoicesTalk[7],ChoicesTalk[8],ChoicesTalk[9],Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
4,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
5,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
6,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
7,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
9,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
10,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
12,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
15,必要MGP：0MGP,やる,やる(無料券),キャンセル,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False,False
16,"Acheter un billet de Mini Cactpot pour UNKNOWN PGS ?
[PGS possédés : 0]",Oui,Non,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
17,"Je regrette, mais vous n'avez pas assez de points du Gold Saucer pour acheter un billet. Allez voir l'agent de change, de l'autre côté du comptoir, il s'occupera de vous.",,,,,,,,,,,44,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
18,"Je suis désolé, mais vous avez déjà tenté votre chance trois fois aujourd'hui. Prenez votre mal en patience et revenez me voir demain.",,,,,,,,,,,45,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
19,"Aujourd'hui, c'est le 0er tirage du Mini Cactpot. Allez-vous décrocher le gros lot ? Il n'y a qu'une seule façon de le savoir !",,,,,,,,,,,16,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
20,"Par les Douze, c'est une catastrophe ! Je venais à peine de recueillir un pauvre petit poussin chocobo perdu et sans défense, quand des Gobelins sont venus nous chercher des noises !",,,,,,,,,,,21,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
21,"Ils ont mis le bazar avec leurs bombes et le poussin était com­plè­te­ment affolé... Du coup, il s'est enfui au sommet du Mont Corel. S'il vous plaît, ramenez-le sain et sauf !",,,,,,,,,,,158,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
22,"Vous avez fait preuve d'une vaillance exemplaire, c'était beau à voir ! Mal­heu­reu­se­ment, le poussin chocobo est toujours coincé au sommet du Mont Corel... Faites vite avant qu'il ne lui arrive malheur !",,,,,,,,,,,23,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
23,Voulez-vous réessayer ?,Oui,Non,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
24,"Merci beaucoup d'avoir sauvé la vie du poussin ! Autant vous prévenir tout de suite, il ne tient pas en place et ça ne m'étonnerait pas qu'il se retrouve dans le même pétrin très bientôt. Si jamais cela arrivait, j'espère que nous pourrons compter sur votre aide à nouveau !",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
25,"Dites, pourriez-vous me rendre un service ? J'ai besoin d'une aventurière chevronnée comme vous pour livrer la commande sans se faire repérer par les voleurs. Faites bien attention surtout, il est ex­trê­me­ment fragile !",,,,,,,,,,,140,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
26,"Dites, pourriez-vous me rendre un service ? J'ai besoin d'une aventurière chevronnée comme vous pour livrer la commande sans se faire repérer par les voleurs. Faites bien attention surtout, il est ex­trê­me­ment fragile !",,,,,,,,,,,143,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
27,"À l'aide, à l'aide ! Je venais à peine de recueillir un poussin chocobo égaré et sans défense, quand des Gobelins sont venus nous jouer un sale tour !",,,,,,,,,,,28,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
28,"Ils ont fait exploser plein de vilaines bombes et à cause d'eux, le poussin a eu la peur de sa courte vie... Du coup, il est allé se réfugier sur la tête de Coloso et n'arrive plus à descendre ! Je vous en prie, allez l'aider avant qu'il finisse comme une crêpe !",,,,,,,,,,,159,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
29,"Il n'y a pas à dire, vous êtes vraiment très courageuse, mais le poussin est toujours coincé sur la tête de Coloso ! Dépêchez-vous avant qu'il ne soit trop tard !",,,,,,,,,,,30,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
30,Voulez-vous réessayer ?,Oui,Non,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
