#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Unknown30,Unknown31,Unknown32,Unknown33,Unknown34,Unknown35,Talk[0],Talk[1],Talk[2],Talk[3],Talk[4],Talk[5]
0,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0
1,0,3,2,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,Vous m'avez amené ce dont j'ai besoin ?,Merci !,Dommage...,0,0,0
2,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,"Ah, voilà ce que je voulais !","Super, merci !",Je vois...,"Oh, vous m'en ramenez encore ?","Bon, alors parlez-moi de nouveau si vous changez d'avis !",Ça suffira. Merci !
3,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,C'est vous l'artisane qui a pris en charge le mandat ?,Merci ! J'ai eu de la chance de tomber sur une personne fiable comme vous. Voici votre récompense.,"Mince, voilà qui ne m'arrange pas... J'ai pourtant émis un mandat pour ce travail...",0,0,0
4,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,C'est vous l'artisane qui a accepté le mandat ? Vous avez préparé ce qui était demandé ?,Merci de m'avoir fourni ce dont j'avais besoin. Je vais vous donner votre récompense.,"Ah, dommage... Je n'ai qu'à prendre mon mal en patience, alors.",0,0,0
5,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Vous êtes l'artisane que la guilde m'envoie, n'est-ce pas ? Vous avez pu préparer ce que j'ai demandé ?","Quelle qualité ! Merci, j'accuse réception de la commande.","Je comprends, j'imagine que vous avez vos raisons. Une personne comme vous n'agirait pas de manière irresponsable.","Si vous avez encore un peu de temps à m'accorder, accepteriez-vous de me fournir une nouvelle fois ?","Il est normal qu'une personne de votre talent ne soit pas toujours disponible, bien sûr... Si jamais vous vous libériez, cependant, revenez me voir.",Merci beaucoup !
6,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Ah, vous voilà enfin ! Je n'en pouvais plus d'attendre ! Vous avez ce que j'ai demandé ?","Oh, quel beau travail ! Très bien, voici la récompense.","Que quelqu'un vienne m'aider, et vite ! Si ce n'était pas urgent, je n'aurais pas émis un mandat exprès !","J'ai demandé une nouvelle livraison, est-ce que vous voudriez bien m'aider à nouveau ? Je vois que vous savez travailler vite et bien...","Bien, n'hésitez pas à revenir une autre fois. Enfin, si c'est pour m'inviter, c'est à voir.",Merci ! Les aventuriers qui me rendent service comme vous sont toujours les bienvenus ici !
7,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Ah, c'est vous qui avez accepté la requête de mon unité. Très bien, voyons un peu ce que vous nous avez apporté.","Je n'ai rien à redire sur la qualité, c'est de l'excellent travail. Vous avez toute ma recon­nais­san­ce.",Moi et mes hommes avons besoin de la marchandise dans les plus brefs délais. Tout retard est susceptible de nous coûter la vie si nous subissons une attaque.,0,0,0
8,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"Ah ! Vous devez être l'aventurière dont on m'a parlé... Player, c'est ça ? Bien, montrez-moi la marchandise...","Hmm... C'est du bon travail. Oui, j'aime beaucoup ce que vous avez fait. Je ne manquerai pas de faire à nouveau appel à vos services dans le futur. Tenez, voici votre récompense.","Pressez-vous, le Consortium de Brugaire est réputé pour la rapidité avec laquelle il honore ses commandes. Si vous ne pouvez pas fabriquer les objets que j'ai demandés, dites-le-moi et j'embaucherai quelqu'un d'autre. Comme vous pouvez le voir, les aventuriers ne manquent pas par ici.","Ho, ho... Beau travail... Excellent travail, dirais-je même. Que diriez-vous de m'en livrer un peu plus ?","Non ? Bon, tant pis... Je ferai avec ce que j'ai.","Merci, Player. Vous avez rendu un grand service au Consortium de Brugaire. J'espère que nous aurons l'occasion de travailler ensemble à nouveau."
9,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,0,1,2,0,0,True,"C'est très aimable à vous d'avoir accepté ma requête. Je suis moi-même initiée à plusieurs disciplines de la main, mais il y a encore des domaines pour lesquels je préfère faire appel à des artisans plus ex­pé­ri­men­tés.","Magnifique ! C'est exactement ce que je voulais. Tenez, c'est votre récompense.","Et ma commande, alors ? Ne me dites pas que vous l'avez perdue en cours de route !?",0,0,0
