#,Unknown0,Unknown1,Unknown2
0.0,0,0,0
66973.0,1008962,0,1
66973.1,1008963,0,1
66973.2,1008964,0,1
66973.3,2004113,0,3
66973.4,2004109,0,3
66973.5,2004107,0,3
66973.6,2004110,0,3
66973.7,2004111,0,3
66973.8,2004112,0,3
66973.9,2004108,0,3
66973.10,2004114,0,3
66973.11,2004115,0,3
66973.12,2004120,0,5
66973.13,2004121,0,5
66973.14,2004122,0,5
66973.15,2004123,0,5
66973.16,2004124,0,5
66973.17,2004125,0,5
66973.18,2004126,0,5
66973.19,2004127,0,5
66973.20,2004128,0,5
67015.0,2007066,0,255
67503.0,2006064,0,1
67503.1,2006068,0,1
67503.2,2006070,0,1
67503.3,2006065,0,1
67503.4,2006066,0,1
67503.5,2006069,0,1
67503.6,2006071,0,1
67503.7,2006067,0,1
67504.0,2006072,0,1
67504.1,2006073,0,1
67504.2,2006074,0,1
67504.3,2006075,0,1
67504.4,2006076,0,1
67505.0,0,5908241,1
68204.0,0,6948414,1
68204.1,0,6948415,1
68271.0,1021823,0,1
68279.0,1021825,0,1
68937.0,0,7941802,1
68937.1,0,7941814,1
69046.0,0,7965273,1
69836.0,2012589,0,1
69853.0,1041297,0,2
69853.1,1041299,0,2
69853.2,1037234,0,2
69859.0,1041317,0,1
