#,Expac,Unknown0
0,,0
1,Heavensward,2
2,Stormblood,3
3,Shadowbringers,4
4,Raids,1
5,Raids en alliance,2
6,Donjons et défis,3
7,"Hildibrand, gentilhomme détective",1
8,Scolasticat Saint-Endalim,3
9,Épopée,2
10,Menuisier,2
11,Forgeron,3
12,Armurier,4
13,Orfèvre,5
14,Tanneur,6
15,Couturier,7
16,Alchimiste,8
17,Cuisinier,9
18,Mineur,2
19,Botaniste,3
20,Pêcheur,4
21,Gladiateur/Paladin,1
22,Maraudeur/Guerrier,2
23,Élémentaliste/Mage blanc,1
24,Arcaniste/Invocateur,22
25,Pugiliste/Moine,1
26,Maître d'hast/Chevalier dragon,2
27,Surineur/Ninja,3
28,Archer/Barde,11
29,Occultiste/Mage noir,21
30,A Realm Reborn,1
31,Chevalier noir,3
32,Pistosabreur,4
33,Érudit,2
34,Astromancien,3
35,Samouraï,4
36,Machiniste,12
37,Danseur,13
38,,0
39,Mage rouge,23
40,Mage bleu (Job restreint),99
41,Quêtes de rôle,0
42,Quêtes de rôle,0
43,Quêtes de rôle,0
44,Quêtes de rôle - épilogue,5
45,L'appel du néant,8
46,Endwalker,5
47,Sage,4
48,Faucheur,5
49,Donjons à embranchements,9
50,Réminiscences du septième fléau,10
51,La Tarufacture de Tataru,11
52,Dawntrail,6
53,Rôdeur vipère,6
54,Pictomancien,24
55,Quêtes de rôle - prologue,4
56,Quêtes d'artisans,1
57,Quêtes de récolteurs,1
58,Quêtes d'artisans et récolteurs - prologue,6
59,Quêtes d'artisans et récolteurs - épilogue,7
