#,Text,GroupTitle,LookupTable,Group,Key
100,【Langues】,langues 100,@,1,0
101,Utilisez la traduction automatique.,traduction 101,,1,1
102,Japonais,-,,1,10
103,Anglais,-,,1,11
104,Français,-,,1,12
105,Allemand,-,,1,13
106,Parlez-vous japonais ?,japonais 106,,1,31
107,Parlez-vous anglais ?,anglais 107,,1,32
108,Parlez-vous français ?,français 108,,1,33
109,Parlez-vous allemand ?,allemand 109,,1,34
110,Je ne parle pas anglais.,anglais 110,,1,41
111,Je ne parle pas japonais.,japonais 111,,1,40
112,Je ne parle pas français.,français 112,,1,42
113,Je ne parle pas allemand.,allemand 113,,1,43
114,Veuillez écouter.,écouter 114,,1,20
115,M'entendez-vous ?,entendre 115,,1,21
116,Je parle un peu.,peu 116,,1,22
117,Je comprends un peu.,peu 117,,1,23
118,Utilisez des mots simples.,simples 118,,1,24
119,Évitez les abréviations.,abréviations 119,,1,25
120,J'ai besoin de temps pour répondre.,répondre 120,,1,26
121,Quelle est votre langue maternelle ?,langue 121,,1,30
122,,,,0,0
123,,,,0,0
124,,,,0,0
125,,,,0,0
126,,,,0,0
127,,,,0,0
128,,,,0,0
129,,,,0,0
130,,,,0,0
131,,,,0,0
132,,,,0,0
133,,,,0,0
134,,,,0,0
135,,,,0,0
136,,,,0,0
137,,,,0,0
138,,,,0,0
139,,,,0,0
140,,,,0,0
141,,,,0,0
142,,,,0,0
143,,,,0,0
144,,,,0,0
145,,,,0,0
146,,,,0,0
147,,,,0,0
148,,,,0,0
149,,,,0,0
150,,,,0,0
151,,,,0,0
152,,,,0,0
153,,,,0,0
154,,,,0,0
155,,,,0,0
156,,,,0,0
157,,,,0,0
158,,,,0,0
159,,,,0,0
160,,,,0,0
161,,,,0,0
162,,,,0,0
163,,,,0,0
164,,,,0,0
165,,,,0,0
166,,,,0,0
167,,,,0,0
168,,,,0,0
169,,,,0,0
170,,,,0,0
171,,,,0,0
172,,,,0,0
173,,,,0,0
174,,,,0,0
175,,,,0,0
176,,,,0,0
177,,,,0,0
178,,,,0,0
179,,,,0,0
180,,,,0,0
181,,,,0,0
182,,,,0,0
183,,,,0,0
184,,,,0,0
185,,,,0,0
186,,,,0,0
187,,,,0,0
188,,,,0,0
189,,,,0,0
190,,,,0,0
191,,,,0,0
192,,,,0,0
193,,,,0,0
194,,,,0,0
195,,,,0,0
196,,,,0,0
197,,,,0,0
198,,,,0,0
199,,,,0,0
200,【Salutations】,salutations 200,@,2,0
201,Enchanté(e).,-,,2,1
202,Bonjour !,-,,2,2
203,Salut !,-,,2,3
204,Bonsoir !,-,,2,4
205,Bonne nuit !,-,,2,5
206,Au revoir !,-,,2,6
207,Je me suis bien amusé(e).,amusé 207,,2,7
208,À la prochaine !,prochaine 208,,2,8
209,Rejouons ensemble une prochaine fois.,prochaine 209,,2,9
210,Je suis de retour.,retour 210,,2,10
211,Ça fait plaisir de vous revoir.,revoir 211,,2,11
212,Félicitations !,-,,2,12
213,Bien joué !,-,,2,13
214,Bon courage !,-,,2,14
215,Super !,-,,2,15
216,Merci.,-,,2,16
217,De rien.,-,,2,17
218,Prenez soin de vous.,soin 218,,2,18
219,Je suis désolé(e).,désolé 219,,2,19
220,Pardonnez-moi.,-,,2,20
221,C'est dommage.,dommage 221,,2,21
222,"Excusez-moi, vous avez un instant ?",instant 222,,2,22
223,Bonne continuation !,continuation 223,,2,23
224,C'est la première fois que je viens ici.,première 224,,2,24
225,J'ai hâte !,hâte 225,,2,25
226,C'était génial !,génial 226,,2,26
227,Faisons de notre mieux !,mieux 227,,2,27
228,"Merci pour tout, et à bientôt peut-être.",bientôt 228,,2,28
229,Allons nous amuser !,amuser 229,,2,29
230,Je ferai de mon mieux !,mieux 230,,2,31
231,On réussira ensemble !,ensemble 231,,2,30
232,On va bien s'amuser !,amuser 232,,2,32
233,"Allons-y tranquillement, ça va aller !",tranquillement 233,,2,33
234,,,,0,0
235,,,,0,0
236,,,,0,0
237,,,,0,0
238,,,,0,0
239,,,,0,0
240,,,,0,0
241,,,,0,0
242,,,,0,0
243,,,,0,0
244,,,,0,0
245,,,,0,0
246,,,,0,0
247,,,,0,0
248,,,,0,0
249,,,,0,0
250,,,,0,0
251,,,,0,0
252,,,,0,0
253,,,,0,0
254,,,,0,0
255,,,,0,0
256,,,,0,0
257,,,,0,0
258,,,,0,0
259,,,,0,0
260,,,,0,0
261,,,,0,0
262,,,,0,0
263,,,,0,0
264,,,,0,0
265,,,,0,0
266,,,,0,0
267,,,,0,0
268,,,,0,0
269,,,,0,0
270,,,,0,0
271,,,,0,0
272,,,,0,0
273,,,,0,0
274,,,,0,0
275,,,,0,0
276,,,,0,0
277,,,,0,0
278,,,,0,0
279,,,,0,0
280,,,,0,0
281,,,,0,0
282,,,,0,0
283,,,,0,0
284,,,,0,0
285,,,,0,0
286,,,,0,0
287,,,,0,0
288,,,,0,0
289,,,,0,0
290,,,,0,0
291,,,,0,0
292,,,,0,0
293,,,,0,0
294,,,,0,0
295,,,,0,0
296,,,,0,0
297,,,,0,0
298,,,,0,0
299,,,,0,0
300,【Questions】,questions 300,@,3,0
301,Qui ?,-,,3,1
302,Lequel ?,-,,3,2
303,Comment faire ?,-,,3,3
304,Qu'est-ce que c'est ?,-,,3,4
305,Quand ?,-,,3,5
306,Combien ?,-,,3,6
307,Où ?,-,,3,7
308,Pourquoi ?,-,,3,8
309,Pour quelle raison ?,raison 309,,3,9
310,Où allez-vous ?,-,,3,10
311,Pouvez-vous le faire ?,faire 311,,3,11
312,Avez-vous besoin d'aide ?,aide 312,,3,12
313,Quelle mission voulez-vous faire ?,faire 313,,3,13
314,Quelles missions pouvez-vous faire ?,faire 314,,3,14
315,L'avez-vous ?,-,,3,15
316,Quelles armes possédez-vous ?,armes 316,,3,16
317,Quelles autres classes pouvez-vous jouer ?,classes 317,,3,17
318,Quels autres rôles pouvez-vous jouer ?,rôles 318,,3,18
319,Avez-vous enregistré toutes vos actions ?,actions 319,,3,19
320,Quel est le plan de bataille ?,plan 320,,3,20
321,Puis-je t'ajouter à ma liste d'amis ?,amis 321,,3,21
322,Pouvons-nous faire une pause ?,pause 322,,3,22
323,Voulez-vous que je répare ?,répare 323,,3,23
324,Pouvez-vous réparer quelque chose pour moi ?,réparer 324,,3,24
325,Voulez-vous que je sertisse une matéria ?,matéria 325,,3,25
326,Pouvez-vous sertir une matéria pour moi ?,matéria 326,,3,26
327,Voulez-vous rejoindre mon équipe ?,équipe 327,,3,27
328,Pourriez-vous m'ajouter dans votre équipe ?,équipe 328,,3,28
329,Est-ce qu'on dissout l'équipe ?,équipe 329,,3,29
330,Voulez-vous rejoindre ma linkshell ?,linkshell 330,,3,30
331,Puis-je rejoindre votre linkshell ?,linkshell 331,,3,31
332,Voulez-vous rejoindre ma compagnie libre ?,compagnie 332,,3,32
333,Puis-je rejoindre votre compagnie libre ?,compagnie 333,,3,33
