#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
0,Aucun,0,82091,0,0,0,0,0,0
1,Dégradé gris,190002,82091,1,0,0,0,1,1
2,Carrés,190003,82091,1,0,0,0,3,1
3,Violet,190004,82091,1,0,0,0,4,1
4,Dégradé tank,190005,82091,1,0,0,0,5,1
5,Dégradé DPS,190006,82091,1,0,0,0,7,1
6,Dégradé soigneur,190007,82091,1,0,0,0,6,1
7,Parchemin,190008,82091,1,0,0,0,2,1
8,Éthéré,190009,82091,1,0,0,0,9,1
9,Bois,190010,82091,1,0,0,0,8,1
10,Monde du néant,190011,82091,1,0,0,0,10,1
11,Paladin (dynamique),190301,82091,124,0,0,0,2150,2
12,Guerrier (dynamique),190302,82091,125,0,0,0,2151,2
13,Chevalier noir (dynamique),190303,82091,126,0,0,0,2152,2
14,Pistosabreur (dynamique),190304,82091,127,0,0,0,2153,2
15,Mage blanc (dynamique),190305,82091,128,0,0,0,2154,2
16,Érudit (dynamique),190306,82091,129,0,0,0,2155,2
17,Astromancien (dynamique),190307,82091,130,0,0,0,2156,2
18,Sage (dynamique),190308,82091,131,0,0,0,2157,2
19,Moine (dynamique),190309,82091,132,0,0,0,2158,2
20,Chevalier dragon (dynamique),190310,82091,133,0,0,0,2159,2
21,Ninja (dynamique),190311,82091,134,0,0,0,2160,2
22,Samouraï (dynamique),190312,82091,135,0,0,0,2161,2
23,Faucheur (dynamique),190313,82091,136,0,0,0,2162,2
24,Barde (dynamique),190314,82091,137,0,0,0,2164,2
25,Machiniste (dynamique),190315,82091,138,0,0,0,2165,2
26,Danseur (dynamique),190316,82091,139,0,0,0,2166,2
27,Mage noir (dynamique),190317,82091,140,0,0,0,2167,2
28,Invocateur (dynamique),190318,82091,141,0,0,0,2168,2
29,Mage rouge (dynamique),190319,82091,142,0,0,0,2169,2
30,Équipe Astra,190401,82091,143,0,0,0,3000,10
31,Équipe Umbra,190402,82091,144,0,0,0,3001,10
32,Roi du conflit S1,190403,82091,145,0,0,0,3200,5
33,Prince du conflit S1,190404,82091,146,0,0,0,3201,5
34,As du conflit S1,190405,82091,147,0,0,0,3202,5
35,Crystalline Conflict : bronze S1,190406,82091,148,0,0,0,3208,5
36,Crystalline Conflict : argent S1,190407,82091,149,0,0,0,3207,5
37,Crystalline Conflict : or S1,190408,82091,150,0,0,0,3206,5
38,Crystalline Conflict : platine S1,190409,82091,151,0,0,0,3205,5
39,Crystalline Conflict : diamant S1,190410,82091,152,0,0,0,3204,5
40,Crystalline Conflict : cristal S1,190411,82091,153,0,0,0,3203,5
41,Companion 1,190901,82091,154,1032,1034,1036,4000,7
42,Companion 2,190902,82091,155,1033,1035,1037,4001,7
43,Gladiateur (standard),190201,82091,156,0,0,0,2000,2
44,Maraudeur (standard),190202,82091,157,0,0,0,2001,2
45,Élémentaliste (standard),190203,82091,158,0,0,0,2002,2
46,Pugiliste (standard),190204,82091,159,0,0,0,2003,2
47,Maître d'hast (standard),190205,82091,160,0,0,0,2004,2
48,Surineur (standard),190206,82091,161,0,0,0,2005,2
49,Archer (standard),190207,82091,162,0,0,0,2006,2
50,Occultiste (standard),190208,82091,163,0,0,0,2007,2
51,Arcaniste (standard),190209,82091,164,0,0,0,2008,2
52,Paladin (standard),190210,82091,165,0,0,0,2050,2
53,Guerrier (standard),190211,82091,166,0,0,0,2051,2
54,Chevalier noir (standard),190212,82091,167,0,0,0,2052,2
55,Pistosabreur (standard),190213,82091,168,0,0,0,2053,2
56,Mage blanc (standard),190214,82091,169,0,0,0,2054,2
57,Érudit (standard),190215,82091,170,0,0,0,2055,2
58,Astromancien (standard),190216,82091,171,0,0,0,2056,2
59,Sage (standard),190217,82091,172,0,0,0,2057,2
60,Moine (standard),190218,82091,173,0,0,0,2058,2
61,Chevalier dragon (standard),190219,82091,174,0,0,0,2059,2
62,Ninja (standard),190220,82091,175,0,0,0,2060,2
