#,Message,Unknown1,Unknown2
0,,4,True
1,Une armure magitek endommagée a été abandonnée sur le bord de la route. De violents combats ont dû avoir lieu ici.,7,False
2,Des épées émoussées et des boucliers couverts de bosses... Cet armement ne semble pas garlemaldais. À qui peut-il appartenir ?,7,False
3,"Les pages du cahier sont remplies d'équations complexes formulées par le jeune Cid. Après calcul, il conclut qu'il y a de fortes chances pour que le satellite de la lune soit capable d'absorber l'énergie solaire et de la restituer sous forme d'ondes électromagnétiques.
Il prédit aussi une issue catastrophique si Dalamud est activé sans les pré­pa­ra­tions adéquates. Son hypothèse avance que l'équivalent de plusieurs milliers d'années d'énergie solaire accumulée se déverserait en un instant et qu'elle détruirait tout dans un large rayon.",4,True
4,La carcasse d'une faucheuse magitek... Elle a été bien trop détruite pour pouvoir être utilisée.,7,False
5,"La faucheuse magitek a utilisé ses dernières ressources lors de votre combat, elle ne pourra plus servir à grand-chose...",7,False
6,"Ce soldat a déjà rendu l'âme... Si vous aviez été dans votre corps, vous auriez peut-être pu empêcher sa mort.
Dépêchez-vous de rejoindre le camp Bris-de-glace, avant que Zenos ne cause d'autres victimes.",7,False
7,"Cette personne a été attaquée par les soldats subjugués et a déjà rendu son dernier souffle...
Vous trouvez une potion militaire en fouillant ses affaires. Vous offrez une courte prière pour le repos de son âme.",7,False
8,"Cette personne s'est visiblement battue de toutes ses forces, mais n'a pas su vaincre ses ennemis...
Vous trouvez une potion militaire en fouillant ses affaires. Vous offrez une courte prière pour le repos de son âme.",7,False
9,"Cette faucheuse magitek est endommagée au niveau des jambes. Elle semble avoir été utilisée il y a peu de temps. Avec un peu de carburant et une clef d'activation, vous pourriez peut-être utiliser son canon afin de vous débarrasser des ennemis en face...",7,False
10,"Vous avez activé la faucheuse grâce à la clé, mais sans céruleum, elle ne pourra pas fonctionner. Inspectez les carcasses d'autres armes magitek aux alentours pour trouver du carburant.",7,False
11,La carcasse d'une faucheuse magitek... Les voyants indiquent qu'elle dispose encore de carburant. Vous détachez son réservoir de céruleum afin de l'emmener ailleurs.,7,False
12,"La faucheuse magitek a utilisé ses dernières ressources lors de votre combat, elle ne pourra plus servir à grand-chose...",7,False
13,La carcasse d'une faucheuse magitek... Elle a été bien trop détruite pour pouvoir être utilisée.,7,False
14,La carcasse d'une faucheuse magitek... Les voyants indiquent qu'elle dispose encore de carburant. Cependant la machine est en trop mauvais état pour que vous puissiez détacher son réservoir...,7,False
15,"Ce soldat a déjà rendu l'âme... Si vous aviez été dans votre corps, vous auriez peut-être pu empêcher sa mort.",7,False
16,La carcasse d'une faucheuse magitek... Elle a été bien trop détruite pour pouvoir être utilisée.,7,False
17,"Ce jeune soldat a déjà rendu son dernier souffle...
Vous trouvez une potion militaire en fouillant ses affaires. Vous offrez une courte prière pour le repos de son âme.",7,False
18,"Le soldat subjugué avait une potion militaire en sa possession.

Dans cette bataille, vous ne pourrez pas déployer votre force habituelle. Vous devriez éviter autant que possible les combats afin de rejoindre rapidement le camp Bris-de-glace.
Si jamais vous vous faites repérer, les soldats ennemis et armes magitek automatiques vous traqueront sans relâche. Ces dernières sont par­ti­cu­liè­rement puissantes et pourront dif­fi­ci­le­ment être vaincues dans votre état actuel.
Vous pouvez utiliser des potions militaires pour restaurer vos PV, mais il n'est possible que d'en transporter un nombre limité. Cependant, vous pourrez en trouver d'autres en fouillant les soldats et armes magitek aux alentours.",7,False
19,"La carcasse d'une faucheuse magitek... Elle a été bien trop détruite pour pouvoir être utilisée.
Cependant vous trouvez un flacon de Fortis dans le cockpit !",7,False
20,"La carcasse d'une faucheuse magitek... Elle a été bien trop détruite pour pouvoir être utilisée.
Cependant vous trouvez une potion militaire dans le cockpit !",7,False
21,"La carcasse d'une faucheuse magitek... Elle a été bien trop détruite pour pouvoir être utilisée.
Cependant vous trouvez une potion militaire dans le cockpit !",7,False
22,"La carcasse d'une faucheuse magitek... Elle a été bien trop détruite pour pouvoir être utilisée.
Cependant vous trouvez une potion militaire dans le cockpit !",7,False
23,Ce soldat a déjà rendu l'âme...,7,False
24,"Ce soldat s'est fait attaquer par derrière et n'a pas survécu à ses blessures...
Vous trouvez une potion militaire en fouillant ses affaires. Vous offrez une courte prière pour le repos de son âme.",7,False
25,Ce soldat a déjà rendu l'âme...,7,False
26,Ce petit sac en mauvais état recelait une potion militaire à l'intérieur !,7,False
27,Ce petit sac en mauvais état recelait un flacon de Fortis à l'intérieur !,7,False
28,"Vous avez rempli le réservoir de céruleum de la faucheuse. Cependant, sans clef d'activation, les commandes de la machine refuseront de fonctionner. Inspectez les alentours pour trouver son pilote.",7,False
29,Des petites bulles ap­pa­rais­sent à la surface de l'eau à intervalles irréguliers... Une créature doit sûrement se cacher sous ce nénuphar.,7,False
30,"Le nénuphar est légèrement plié sur le bord, comme si quelqu'un s'était agenouillé ici pour s'approcher de la surface de l'eau...",7,False
31,Vous apercevez la carcasse d'une créature au fond de l'eau. Elle est couverte d'algues en tout genre. Elle a dû se noyer il y a bien longtemps déjà...,7,False
32,De légères traces de brûlures sont visibles sur le nénuphar. Elles ont la forme d'un noulithe...,7,False
33,"Un texte en langue commune est gravé :
“Au commencement, le Seigneur des flammes a offert à notre peuple le feu qui l'anime. Nommez cette flamme qui brûlait jadis, et qui brûle encore en nous aujourd'hui !”",7,False
