#,Text,DefineValue
0,LOGMSG_AETHERYTE_HOME_POINT_REGISTER_SUCCSS,1343
1,LOGMSG_AETHERYTE_FAVORITE_POINT_REGISTER_SUCCSS,1345
2,EVENT_ACTION_SYMPATHY,19
3,HOWTO_TELEPO,15
4,LOGMSG_AETHERYTE_SYMPATHY_SUCCESS,1341
5,REWARD_TELEPO,4
6,LOGMSG_AETHERYTE_HOME_POINT_ALREADY_REGISTERED,1342
7,ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_OVERRIDE,102315
8,ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_OVERRIDE_YES,102316
9,ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_OVERRIDE_NO,102317
10,ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT,102303
11,ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_YES,102304
12,ADDON_AETHERYTE_CONFIRM_REGISTER_HOME_POINT_NO,102305
13,LOGMSG_AETHERYTE_FAVORITE_POINT_ALREADY_REGISTERED,1344
14,ADDON_AETHERYTE_CONFIRM_REGISTER_FAVORITE,102306
15,ADDON_AETHERYTE_CONFIRM_REGISTER_FAVORITE_YES,102307
16,ADDON_AETHERYTE_CONFIRM_REGISTER_FAVORITE_NO,102308
17,ADDON_AETHERYTE_CONFIRM_SWAP_FAVORITE,102319
18,ADDON_AETHERYTE_CONFIRM_SWAP_FAVORITE_YES,102320
19,ADDON_AETHERYTE_CONFIRM_SWAP_FAVORITE_NO,102321
20,SCREEN_IMAGE_UNLOCK_TELEPO,15
21,LOGMSG_AETHERNET_SYMPATHY_SUCCESS,1346
22,VFX_SYMPATHY_SUCCESS,115
23,HOWTO_AETHERNET,19
24,AETHERNET_FST_FIELD_0,31
25,AETHERNET_FST_FIELD_1,32
26,AETHERNET_FST_FIELD_2,54
27,AETHERNET_SEA_FIELD_0,45
28,AETHERNET_SEA_FIELD_1,46
29,AETHERNET_WIL_FIELD_0,38
30,AETHERNET_WIL_FIELD_1,39
31,AETHERNET_WIL_FIELD_2,40
32,WHITE_WOLF_GATE_UNLOCK_QUEST,66338
33,HOUSING_POP_RANGE_S1H1,4575564
34,HOUSING_POP_RANGE_W1H1,4575567
35,HOUSING_POP_RANGE_F1H1,4549235
36,ADDON_AETHERYTE_CONFIRM_MOVE_FAVORITE_SECURITY_TOKEN_TO_NORMAL,102336
