#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Talk[0],Talk[1],Talk[2],Talk[3],Talk[4],Talk[5],Talk[6],Talk[7]
0,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0
1,0,3,2,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,Salut ! Tu veux un mandat ?,"Hum, tu débutes à peine, je me trompe ? Reviens quand tu auras un peu plus d'expérience, d'accord ?",Bon courage ! J'espère que tout se passera bien.,Rien.,Voilà la récompense !,0,0,0
2,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,Bonjour. Souhaitez-vous obtenir un mandat ? Je vais vous aider à trouver un travail qui corresponde à vos aptitudes.,"Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand vous aurez assez d'expérience pour que T'mokkri vous donne des au­to­ri­sa­tions, alors je vous trouverai du travail.","Tout est en règle, vous pouvez y aller. J'espère que la chance vous sourira.","Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand vous aurez assez d'expérience pour que T'mokkri vous donne des au­to­ri­sa­tions, alors je vous trouverai du travail.","Vous avez terminé le travail sans encombres, à ce que je vois. J'ai bien fait de vous confier cette mission. Tenez, prenez votre récompense.",0,0,"Vous avez abattu une créature dont la tête était mise à prix, vous dites !? Eh bien, ça alors... Bien sûr, cela mérite une récompense sup­plé­men­tai­re. Voilà !"
3,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Bonjour, nous émettons des mandats destinés aux aventuriers en fonction des tâches que l'on nous confie.","Vous cherchez du travail ? Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand Baderon vous recommandera, je vous trouverai du travail.","Et voilà ! Je vous souhaite bonne chance, à présent.","Vous cherchez du travail ? Ici, nous proposons des mandats aux aventuriers rattachés à la guilde. Quand vous aurez suf­fi­sam­ment progressé pour vaincre les monstres du coin, je vous trouverai du travail.","Vous venez rendre compte de votre mission, très bien. Voici votre récompense... Le client sera satisfait, c'est certain !",0,0,"Vous avez abattu une créature dont la tête était mise à prix, vous dites ? Mes félicitations ! Tenez, voici la prime promise. En espérant que vous en ferez bon usage."
4,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,Salut ! Les mandats t'intéressent ? Je peux te trouver des boulots in­té­res­sants !,"Je fais partie de la guilde des aventuriers, et je propose des mandats aux membres qui sont assez forts. Quand tu auras la re­com­man­da­tion de Baderon, je te trouverai quelque chose.",Bon courage. J'attendrai ton retour !,"Je fais partie de la guilde des aventuriers, et je propose des mandats aux membres qui sont assez forts. Quand tu auras suf­fi­sam­ment progressé pour vaincre les monstres du coin, je te trouverai quelque chose.","Ah, tu as déjà fini ? Très bien, très bien, n'hésite pas à revenir quand tu auras du temps libre !",0,0,"Quoi !? Tu as abattu un monstre dont la tête était mise à prix, tu dis ? Mais c'est formidable ! Tiens, tu as bien mérité ta récompense !"
5,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Bonjour, nous émettons des mandats destinés aux aventuriers en fonction des tâches qui nous parviennent des quatre coins de la forêt.","Vous êtes au guichet des mandats, où nous proposons aux aventuriers des tâches adaptées à leur capacités. Si Baderon vous recommande, je vous donnerai du travail avec joie.",Bon courage. J'attendrai votre retour !,"Vous êtes au guichet des mandats, où nous proposons aux aventuriers des tâches adaptées à leurs capacités. Si Baderon vous recommande, je vous donnerai du travail avec joie.","Ah, vous avez rempli votre mission ! Parfait, beau travail. Voici la récompense, comme promis.",0,0,"Vous êtes venue à bout d'un monstre dont la tête était mise à prix !? Merci infiniment ! Grâce à vous, la forêt de Sombrelinceul sera un peu moins dangereuse. Tenez, votre récompense..."
6,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Salut ! Si tu cherches des mandats, tu es au bon endrrroit.","Ce que je fais ici ? Eh bien, je propose des mandats aux aven­tu­rrriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs ton aide serait la bienvenue. Hélas, tu manques encore un peu d'expérience pour cela... Reviens me voir quand Baderon t'aurrra donné son aval et je m'occuperai de toi.","Bonne chance, et sois prrrudente !","Ce que je fais ici ? Eh bien, je propose des mandats aux aven­tu­rrriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs ton aide serait la bienvenue. Hélas, tu manques encore un peu d'expérience pour cela... Il faut que tu progresses encore et que tu deviennes suf­fi­sam­ment forte pour abattre les monstres qui rôdent autourrr de Limsa Lominsa ; sinon je ne donne pas cher de ta peau.","Tu as fini ? Bien, bien, bien... Voilà ta récompense. Le client sera rrravi, j'en suis sûre !",0,0,"Ça y est, tu as rempli ta mission ? Quoi ? Tu as abattu un monstre dont la tête était mise à prix !? Mais c'est forrrmidable ! Tu mérites une récompense sup­plé­men­tai­re."
7,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Bonsoir, mon amie. Je propose des mandats aux aventuriers en fonction des demandes qui nous parviennent à la guilde.","Ce que je fais ici ? Eh bien, je propose des mandats aux aventuriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Revenez me voir quand vous aurez l'au­to­ri­sa­tion de Baderon et je m'occuperai de vous.","Bonne chance, et que les Douze veillent sur vous...","Ce que je fais ici ? Eh bien, je propose des mandats aux aventuriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Il faut que vous progressiez encore et que vous deveniez suf­fi­sam­ment forte pour abattre les monstres qui rôdent autour d'Ul'dah.","Ah, vous revoilà. Tout s'est bien passé, on dirait. Tenez, c'est votre récompense. Au plaisir de vous revoir !",0,0,Vous avez tué un monstre dont la tête était mise à prix !? Mes félicitations ! J'imagine que ça n'a pas dû être chose aisée... Vous méritez bien une petite récompense sup­plé­men­tai­re !
8,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Bonsoir aventurière ! Je suis Totonowa, le responsable des mandats de guilde à Horizon.","Vous cherchez du travail ? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha ! Repassez me voir quand vous aurez la re­com­man­da­tion de T'mokkri et je trouverai de quoi vous occuper.",Bonne chance pour votre mandat ! Je suis derrière vous.,"Vous cherchez du travail ? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha !","Vous avez terminé le travail sans encombres, à ce que je vois. J'ai bien fait de vous confier cette mission. Tenez, voilà votre récompense.",0,0,"Vous avez tué un monstre recherché, vous dites ? Ouah... Mademoiselle, je vous tire mon chapeau ! Tenez, voilà de quoi remplir votre bourse !"
9,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Bien le bonsoir aventurière. J'ai en ma possession divers mandats de guilde, que je pourrai vous confier si vous êtes intéressée.","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Revenez me voir quand vous aurez l'au­to­ri­sa­tion de Baderon et je m'occuperai de vous. ","Allez-y, le temps presse !","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous confier des missions aujourd'hui serait vous envoyer au casse-pipe et je ne veux pas avoir votre mort sur la conscience, voyez-vous ? Revenez me voir quand vous aurez pris un peu de bouteille.","Vous avez réussi le mandat ? Superbe ! Je savais bien que vous alliez réussir. Tenez, voici la récompense que vous méritez.",0,0,"Vous avez réussi le mandat... et vous avez abattu un monstre recherché !? Mais c'est fantastique ! Tenez, voici la récompense que vous méritez."
