#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
0,Aucune,0,82093,0,0,0,0,0,0
1,Aucune,192001,82093,1,0,0,0,1,1
2,Lauriers,192002,82093,1,0,0,0,2,1
3,Cœurs,192003,82093,1,0,0,0,10,1
4,Étoiles,192004,82093,1,0,0,0,11,1
5,Tank,192005,82093,1,0,0,0,12,1
6,DPS,192006,82093,1,0,0,0,14,1
7,Soigneur,192007,82093,1,0,0,0,13,1
8,Étincelles,192008,82093,1,0,0,0,32,1
9,Petons mignons,192009,82093,1,0,0,0,16,1
10,Point d'exclamation,192010,82093,1,0,0,0,17,1
11,Point d'interrogation,192011,82093,1,0,0,0,18,1
12,Paladin,192301,82093,124,0,0,0,2150,2
13,Guerrier,192302,82093,125,0,0,0,2151,2
14,Chevalier noir,192303,82093,126,0,0,0,2152,2
15,Pistosabreur,192304,82093,127,0,0,0,2153,2
16,Mage blanc,192305,82093,128,0,0,0,2154,2
17,Érudit,192306,82093,129,0,0,0,2155,2
18,Astromancien,192307,82093,130,0,0,0,2156,2
19,Sage,192308,82093,131,0,0,0,2157,2
20,Moine,192309,82093,132,0,0,0,2158,2
21,Chevalier dragon,192310,82093,133,0,0,0,2159,2
22,Ninja,192311,82093,134,0,0,0,2160,2
23,Samouraï,192312,82093,135,0,0,0,2161,2
24,Faucheur,192313,82093,136,0,0,0,2162,2
25,Barde,192314,82093,137,0,0,0,2164,2
26,Machiniste,192315,82093,138,0,0,0,2165,2
27,Danseur,192316,82093,139,0,0,0,2166,2
28,Mage noir,192317,82093,140,0,0,0,2167,2
29,Invocateur,192318,82093,141,0,0,0,2168,2
30,Mage rouge,192319,82093,142,0,0,0,2169,2
31,Équipe Astra,192401,82093,143,0,0,0,3000,10
32,Équipe Umbra,192402,82093,144,0,0,0,3001,10
33,Roi du conflit S1,192403,82093,145,0,0,0,3200,5
34,Prince du conflit S1,192404,82093,146,0,0,0,3201,5
35,As du conflit S1,192405,82093,147,0,0,0,3202,5
36,Crystalline Conflict : bronze S1,192406,82093,148,0,0,0,3208,5
37,Crystalline Conflict : argent S1,192407,82093,149,0,0,0,3207,5
38,Crystalline Conflict : or S1,192408,82093,150,0,0,0,3206,5
39,Crystalline Conflict : platine S1,192409,82093,151,0,0,0,3205,5
40,Crystalline Conflict : diamant S1,192410,82093,152,0,0,0,3204,5
41,Crystalline Conflict : cristal S1,192411,82093,153,0,0,0,3203,5
42,Companion 1,192901,82093,154,1032,1034,1036,4000,7
43,Companion 2,192902,82093,155,1033,1035,1037,4001,7
44,Abîme infini de Bahamut (fatal),192701,82093,319,0,0,0,2500,4
45,Fantasmagorie d'Ultima (fatal),192702,82093,320,0,0,0,2501,4
46,Odyssée d'Alexander (fatal),192703,82093,321,0,0,0,2502,4
47,Guerre du chant des dragons (fatal),192704,82093,322,0,0,0,2503,4
48,Roi du conflit S2,192412,82093,323,0,0,0,3209,5
49,Prince du conflit S2,192413,82093,324,0,0,0,3210,5
50,As du conflit S2,192414,82093,325,0,0,0,3211,5
51,Crystalline Conflict : bronze S2,192415,82093,326,0,0,0,3217,5
52,Crystalline Conflict : argent S2,192416,82093,327,0,0,0,3216,5
53,Crystalline Conflict : or S2,192417,82093,328,0,0,0,3215,5
54,Crystalline Conflict : platine S2,192418,82093,329,0,0,0,3214,5
55,Crystalline Conflict : diamant S2,192419,82093,330,0,0,0,3213,5
56,Crystalline Conflict : cristal S2,192420,82093,331,0,0,0,3212,5
57,Roi du conflit S3,192421,82093,332,0,0,0,3218,5
58,Prince du conflit S3,192422,82093,333,0,0,0,3219,5
59,As du conflit S3,192423,82093,334,0,0,0,3220,5
60,Crystalline Conflict : bronze S3,192424,82093,335,0,0,0,3226,5
61,Crystalline Conflict : argent S3,192425,82093,336,0,0,0,3225,5
62,Crystalline Conflict : or S3,192426,82093,337,0,0,0,3224,5
