#,EmergencyInfoTeleportText1,EmergencyInfoTeleportText2,EventLayout,RequiredProgress,Unknown2
0,0,0,0,0,0
1,61,73,11800808,94500,1
2,62,74,11805165,94500,2
3,63,75,11805166,94500,1
4,64,76,11805167,94500,2
5,65,77,11805169,94500,1
6,66,78,11805168,94500,2
7,67,79,11805170,94500,1
8,68,80,11805171,94500,2
9,69,81,11805173,94500,1
10,70,82,11805172,94500,2
11,71,83,11805175,94500,1
12,72,84,11805174,94500,2
13,15,27,11997000,94500,1
14,16,28,11997004,94500,2
15,17,29,11996965,94500,1
16,18,30,11996979,94500,2
17,19,31,11997019,94500,1
18,20,32,11997020,94500,2
19,21,33,11997025,94500,1
20,22,34,11997026,94500,2
21,23,35,11997032,94500,1
22,24,36,11997034,94500,2
23,25,37,11997039,94500,1
24,26,38,11997040,94500,2
25,39,47,12217036,94500,1
26,40,48,12217037,94500,2
27,41,49,12217038,94500,1
28,42,50,12217040,94500,2
29,43,51,12217043,94500,1
30,44,52,12217044,94500,2
31,45,53,12217045,94500,1
32,46,54,12217047,94500,2
