#,Unknown0,Unknown1,Unknown2
0,,0,False
1,Bataille 1 : Tutoriel,349,False
2,Bataille 2 : Ô beaux chocobos,349,False
3,Bataille 3 : Des ouvertures,349,False
4,Bataille 4 : Grosses petites bestioles,350,True
5,Bataille 5 : Hommes-bêtes révoltés,349,False
6,Bataille 6 : Hypogée de Tam-Tam,351,True
7,Bataille 7 : Comme chien et chat,349,False
8,Bataille 8 : Héritiers miniatures,349,False
9,Bataille 9 : Déflagration à Clochecuivre,352,True
10,Bataille 10 : Invasion de mandragores,349,False
11,Bataille 11 : Longue vie aux Sultanes !,349,False
12,Bataille 12 : Château d'Amdapeur,353,True
13,Bataille 13 : Épreuve des Forges,349,False
14,Bataille 14 : Casse-noisette,349,False
15,Bataille 15 : Mini-fontaine d'Urth,354,True
16,Bataille 16 : Parade des chocobos,349,False
17,Bataille 17 : Bonhommes de Manteneige,349,False
18,Bataille 18 : Mini-contrat de chasse,349,False
19,Bataille 19 : Revanche de Gilgamini,355,True
20,Bataille 20 : Pouvoir de la Lumière,349,False
21,Bataille 21 : Louisoix et petits fils,349,False
22,Bataille 22 : Monde des Quasi-ténèbres,349,False
23,Bataille 23 : Labyrinthe de Basta-mut,356,True
24,Bataille 24 : Abîme de Basta-mut,357,True
25,,349,False
26,,349,False
27,,349,False
28,,349,False
29,,349,False
30,,349,False
31,,349,False
32,,349,False
33,,349,False
