#,Name,Description,ExpFactor,ExpReward,GilReward,LeveRewardItem,JournalGenre,LevelLevemete,LevelStart,LeveClient,LeveAssignmentType,Town,PlaceNameStart,PlaceNameIssued,PlaceNameStartZone,IconCityState,DataId,IconIssuer,ClassJobLevel,FishingSpot,BGM,Unknown1,TimeLimit,AllowanceCost,Unknown2,ClassJobCategory,MaxDifficulty,LeveVfx,LeveVfxFrame,CanCancel,LockedLeve
0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,20011,0,0,0,0,14,0,0,1,0,0,0,0,0,True,True
1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
21,Fabrication : lances pour l'Ordre,"L'ordre des Deux Vipères nous demande ré­gu­liè­re­ment des lances pour l'en­traî­ne­ment de ses nouvelles recrues. Il s'agit d'un client important pour le Lièvre noir, et la livraison ne doit surtout pas prendre de retard. Nous cherchons un artisan fiable pour nous aider à satisfaire la commande en temps et en heure.",1,1330,113,2,270,2257767,0,9,5,2,39,39,39,80012,917649,110007,1,0,14,6,0,1,0,9,0,18,5,True,True
22,Fabrication : patins pour recrues,"Bien décidé à réduire le nombre de blessés et de tués au combat, l'ordre des Deux Vipères a fait affecter un soldat versé dans l'art de la magie élémentaire à chacun de ses bataillons. Ce poste impliquant de nombreux déplacements, nous recherchons activement des menuisiers fiables disposés à mettre leurs talents à notre service pour fabriquer des chaussures en bois durables pour ces personnes.",1,1690,113,2,270,2257767,0,9,5,2,39,39,39,80012,917650,110007,1,0,14,6,0,1,0,9,0,18,5,True,True
23,Livraison : sabots pour les ingénieurs,"Le génie militaire est une composante importante pour une troupe militaire, ayant à gérer les conditions et l'environnement de combat. Les nouvelles recrues devant intégrer l'équipe définitive de génie militaire ont été sé­lec­tion­nées parmi celles qui ont terminé la formation de base. Nous voudrions leur offrir des sabots en souvenir de ce jour pour leur rappeler de toujours soutenir leurs camarades au combat. Nous cherchons des menuisiers pour prendre en charge la fabrication de ce cadeau qui devra fêter dignement leur intégration.",1,630,112,2,270,2648092,0,19,5,2,90,90,54,80012,917651,110010,1,0,14,6,0,1,0,9,0,19,5,True,True
24,Fabrication : arcs courts pour les éclaireurs,"L'infanterie légère a besoin d'utiliser des armes maniables et rapides. Les nouvelles recrues devant intégrer définitivement les troupes d'infanterie légère ont été sé­lec­tion­nées parmi celles qui ont terminé la formation de base. Pour les stimuler et dans l'espoir qu'ils ne ratent jamais leur cible, ils doivent recevoir des arcs courts en souvenir de ce jour. Nous cherchons des menuisiers pour prendre en charge la fabrication de ce cadeau afin de fêter dignement leur intégration.",1,1160,112,3,270,2648092,0,19,5,2,90,90,54,80012,917655,110010,1,0,14,6,0,1,0,9,0,18,5,True,True
25,Fabrication : boucliers de bois pour les gardes,"Les unités devant intégrer les troupes d'infanterie lourde ont été sé­lec­tion­nées parmi les dernières recrues ayant terminé leur formation de base. Pour rendre hommage aux vaillants soldats qui garderont fièrement les portes de notre belle Cité, nous avons décidé de les équiper d'un solide bouclier de bois. Nous cherchons donc quelqu'un pour les fabriquer.",1,1690,113,3,270,2648092,0,19,5,2,90,90,54,80012,917656,110010,1,0,14,6,0,1,0,9,0,18,5,True,True
26,Livraison : érable pour instruments de musique,"Un groupe de bardes très en vogue chez les jeunes femmes, les Homoncules, défraye la chronique. Ce pic de popularité a provoqué un engouement soudain pour la harpe chez les hommes, désireux eux aussi d'attirer l'attention de ces dames. La guilde des menuisiers a besoin d'érable pour fabriquer des instruments de musique afin de répondre à cette demande subite.",1,630,113,3,270,2257767,0,9,5,2,39,39,39,80012,917657,110007,1,0,14,6,0,1,0,9,0,19,5,True,True
27,Fabrication : arcs pour l'Ordre,"L'ordre des Deux Vipères nous demande ré­gu­liè­re­ment des arcs longs pour l'en­traî­ne­ment de ses nouvelles recrues. Il s'agit d'un client important pour le Lièvre noir, et la livraison ne doit surtout pas prendre de retard. Nous cherchons un artisan fiable pour produire le nombre demandé en temps et en heure.",1,4110,140,4,270,2257767,0,9,5,2,39,39,39,80012,917652,110007,5,0,14,6,0,1,0,9,0,18,5,True,True
28,Fabrication : boucliers pour les aventuriers,"La demande en équipement de protection, dynamisée par l'augmentation du nombre d'aventuriers de passage à Gridania, ne cesse de progresser. Au Lièvre noir, nous avons décidé de suivre la tendance et d'élargir notre gamme de produits. Pour cela, nous recherchons un menuisier capable de fabriquer des boucliers de bois de manière rapide et efficace.",1,6840,168,4,270,2257767,0,9,5,2,39,39,39,80012,917653,110007,5,0,14,6,0,1,0,9,0,18,5,True,True
29,Livraison : cannes pour les aides-soignants,"Soigner les blessés au front peut se révéler décisif pour l'avenir d'une armée, sans parler du moral des troupes. Les nouvelles recrues devant intégrer définitivement l'équipe médicale ont été sé­lec­tion­nées parmi les unités ayant terminé le programme de base. Pour les motiver à bien soigner leurs camarades au combat, ils doivent recevoir des armes d'élé­men­ta­lis­tes en souvenir de ce jour. Nous cherchons quelqu'un pour prendre en charge la fabrication de ce cadeau afin de fêter dignement leur intégration.",1,2790,139,4,270,2648092,0,19,5,2,90,90,54,80012,917654,110010,5,0,14,6,0,1,0,9,0,19,5,True,True
30,Fabrication : lances d'en­traî­ne­ment pour nouveaux,"Au Bannock, les nouvelles recrues apprennent à la fois le maniement de l'arc et de la lance, ce qui permet de mieux voir les capacités de ces nouveaux venus et de déterminer quelle sera leur discipline forte. Nous avons besoin cette fois de lances robustes, capables de résister au rude en­traî­ne­ment de base des soldats du Bannock.",1,5220,140,5,270,2648092,0,19,5,2,90,90,54,80012,917658,110010,5,0,14,6,0,1,0,9,0,18,5,True,True
31,Fabrication : épées en bois pour les instructeurs,"Les Ixali, les ennemis jurés des Gridaniens, sont de fins épéistes. Afin de se préparer à affronter ces viles créatures, les jeunes recrues de l'ordre des Deux Vipères simulent de véritables combats avec leurs instructeurs. Nous recherchons un artisan capable de fabriquer des épées en bois pour les instructeurs qui joueront le rôle des barbares lors de leur prochain en­traî­ne­ment.",1,2490,170,5,270,2648092,0,19,5,2,90,90,54,80012,917659,110010,5,0,14,6,0,1,0,9,0,18,5,True,True
32,Livraison : cannes bon marché,"De nombreux aventuriers débutants viennent spé­cia­le­ment à Gridania, berceau de l'élémentalisme, pour y apprendre cette discipline. Ils apprécient les cannes bon marché, mais notre stock commence à s'amoindrir. Si nous ne voulons pas rater des clients potentiels, il nous faut un arrivage de cannes le plus vite possible.",1,3600,139,5,270,2257767,0,9,5,2,39,39,39,80012,917660,110007,5,0,14,6,0,1,0,9,0,19,5,True,True
