#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
0,Aucun,0,82092,0,0,0,0,0,0
1,Aucun,191001,82092,1,0,0,0,1,1
2,Dégradé noir,191002,82092,1,0,0,0,3,1
3,Dégradé blanc,191003,82092,1,0,0,0,2,1
4,Blanc,191004,82092,1,0,0,0,7,1
5,Argenté,191005,82092,1,0,0,0,5,1
6,Doré,191006,82092,1,0,0,0,4,1
7,Journal d'aventures,191007,82092,1,0,0,0,10,1
8,Beige,191008,82092,1,0,0,0,8,1
9,En relief,191009,82092,1,0,0,0,9,1
10,Antique,191010,82092,1,0,0,0,20,1
11,Coins décorés,191011,82092,1,0,0,0,21,1
12,Paladin,191301,82092,124,0,0,0,2150,2
13,Guerrier,191302,82092,125,0,0,0,2151,2
14,Chevalier noir,191303,82092,126,0,0,0,2152,2
15,Pistosabreur,191304,82092,127,0,0,0,2153,2
16,Mage blanc,191305,82092,128,0,0,0,2154,2
17,Érudit,191306,82092,129,0,0,0,2155,2
18,Astromancien,191307,82092,130,0,0,0,2156,2
19,Sage,191308,82092,131,0,0,0,2157,2
20,Moine,191309,82092,132,0,0,0,2158,2
21,Chevalier dragon,191310,82092,133,0,0,0,2159,2
22,Ninja,191311,82092,134,0,0,0,2160,2
23,Samouraï,191312,82092,135,0,0,0,2161,2
24,Faucheur,191313,82092,136,0,0,0,2162,2
25,Barde,191314,82092,137,0,0,0,2164,2
26,Machiniste,191315,82092,138,0,0,0,2165,2
27,Danseur,191316,82092,139,0,0,0,2166,2
28,Mage noir,191317,82092,140,0,0,0,2167,2
29,Invocateur,191318,82092,141,0,0,0,2168,2
30,Mage rouge,191319,82092,142,0,0,0,2169,2
31,Équipe Astra,191401,82092,143,0,0,0,3000,10
32,Équipe Umbra,191402,82092,144,0,0,0,3001,10
33,Roi du conflit S1,191403,82092,145,0,0,0,3200,5
34,Prince du conflit S1,191404,82092,146,0,0,0,3201,5
35,As du conflit S1,191405,82092,147,0,0,0,3202,5
36,Crystalline Conflict : bronze S1,191406,82092,148,0,0,0,3208,5
37,Crystalline Conflict : argent S1,191407,82092,149,0,0,0,3207,5
38,Crystalline Conflict : or S1,191408,82092,150,0,0,0,3206,5
39,Crystalline Conflict : platine S1,191409,82092,151,0,0,0,3205,5
40,Crystalline Conflict : diamant S1,191410,82092,152,0,0,0,3204,5
41,Crystalline Conflict : cristal S1,191411,82092,153,0,0,0,3203,5
42,Companion 1,191901,82092,154,1032,1034,1036,4000,7
43,Companion 2,191902,82092,155,1033,1035,1037,4001,7
44,Abîme infini de Bahamut (fatal),191701,82092,319,0,0,0,2500,4
45,Fantasmagorie d'Ultima (fatal),191702,82092,320,0,0,0,2501,4
46,Odyssée d'Alexander (fatal),191703,82092,321,0,0,0,2502,4
47,Guerre du chant des dragons (fatal),191704,82092,322,0,0,0,2503,4
48,Roi du conflit S2,191412,82092,323,0,0,0,3209,5
49,Prince du conflit S2,191413,82092,324,0,0,0,3210,5
50,As du conflit S2,191414,82092,325,0,0,0,3211,5
51,Crystalline Conflict : bronze S2,191415,82092,326,0,0,0,3217,5
52,Crystalline Conflict : argent S2,191416,82092,327,0,0,0,3216,5
53,Crystalline Conflict : or S2,191417,82092,328,0,0,0,3215,5
54,Crystalline Conflict : platine S2,191418,82092,329,0,0,0,3214,5
55,Crystalline Conflict : diamant S2,191419,82092,330,0,0,0,3213,5
56,Crystalline Conflict : cristal S2,191420,82092,331,0,0,0,3212,5
57,Roi du conflit S3,191421,82092,332,0,0,0,3218,5
58,Prince du conflit S3,191422,82092,333,0,0,0,3219,5
59,As du conflit S3,191423,82092,334,0,0,0,3220,5
60,Crystalline Conflict : bronze S3,191424,82092,335,0,0,0,3226,5
61,Crystalline Conflict : argent S3,191425,82092,336,0,0,0,3225,5
62,Crystalline Conflict : or S3,191426,82092,337,0,0,0,3224,5
63,Crystalline Conflict : platine S3,191427,82092,338,0,0,0,3223,5
64,Crystalline Conflict : diamant S3,191428,82092,339,0,0,0,3222,5
65,Crystalline Conflict : cristal S3,191429,82092,340,0,0,0,3221,5
66,Crystalline Conflict : bleu,191430,82092,341,0,0,0,3002,10
67,Crystalline Conflict : rouge,191431,82092,342,0,0,0,3003,10
68,Donjon à embranchements : Les canalisations sildiennes,191705,82092,343,0,0,0,2400,4
69,Bande dessinée,191016,82092,1,0,0,0,32,1
70,Arche de métal,191019,82092,1,0,0,0,6,1
71,Pellicule,191020,82092,1,0,0,0,33,1
72,Lignes d'accentuation,191012,82092,1,0,0,0,31,1
73,Brume noire,191013,82092,1,0,0,0,30,1
74,Dentelle noire,191017,82092,1,0,0,0,22,1
75,Dentelle blanche,191018,82092,1,0,0,0,23,1
76,Objet QN,191014,82092,1,0,0,0,11,1
77,Objet HQ,191015,82092,1,0,0,0,12,1
78,Roi du conflit S4,191432,82092,409,0,0,0,3227,5
79,Prince du conflit S4,191433,82092,410,0,0,0,3228,5
80,As du conflit S4,191434,82092,411,0,0,0,3229,5
81,Crystalline Conflict : cristal S4,191440,82092,412,0,0,0,3230,5
82,Crystalline Conflict : diamant S4,191439,82092,413,0,0,0,3231,5
83,Crystalline Conflict : platine S4,191438,82092,414,0,0,0,3232,5
84,Crystalline Conflict : or S4,191437,82092,415,0,0,0,3233,5
85,Crystalline Conflict : argent S4,191436,82092,416,0,0,0,3234,5
86,Crystalline Conflict : bronze S4,191435,82092,417,0,0,0,3235,5
87,Roi du conflit S5,191441,82092,418,0,0,0,3236,5
88,Prince du conflit S5,191442,82092,419,0,0,0,3237,5
89,As du conflit S5,191443,82092,420,0,0,0,3238,5
90,Crystalline Conflict : cristal S5,191449,82092,421,0,0,0,3239,5
91,Crystalline Conflict : diamant S5,191448,82092,422,0,0,0,3240,5
92,Crystalline Conflict : platine S5,191447,82092,423,0,0,0,3241,5
93,Crystalline Conflict : or S5,191446,82092,424,0,0,0,3242,5
94,Crystalline Conflict : argent S5,191445,82092,425,0,0,0,3243,5
95,Crystalline Conflict : bronze S5,191444,82092,426,0,0,0,3244,5
96,Faucons,191450,82092,427,0,0,0,3004,10
97,Corbeaux,191451,82092,428,0,0,0,3005,10
98,Protocole Oméga (fatal),191706,82092,434,0,0,0,2504,4
99,Conte des quatre animaux sacrés,191707,82092,467,0,0,0,2251,3
100,Félicité insulaire 1,191708,82092,468,0,0,0,2340,8
101,Félicité insulaire 2,191709,82092,469,0,0,0,2341,8
102,Roi du conflit S6,191452,82092,502,0,0,0,3245,5
103,Prince du conflit S6,191453,82092,503,0,0,0,3246,5
104,As du conflit S6,191454,82092,504,0,0,0,3247,5
105,Crystalline Conflict : cristal S6,191460,82092,505,0,0,0,3248,5
106,Crystalline Conflict : diamant S6,191459,82092,506,0,0,0,3249,5
107,Crystalline Conflict : platine S6,191458,82092,507,0,0,0,3250,5
108,Crystalline Conflict : or S6,191457,82092,508,0,0,0,3251,5
109,Crystalline Conflict : argent S6,191456,82092,509,0,0,0,3252,5
110,Crystalline Conflict : bronze S6,191455,82092,510,0,0,0,3253,5
111,Roi du conflit S7,191461,82092,511,0,0,0,3254,5
112,Prince du conflit S7,191462,82092,512,0,0,0,3255,5
113,As du conflit S7,191463,82092,513,0,0,0,3256,5
114,Crystalline Conflict : cristal S7,191469,82092,514,0,0,0,3257,5
115,Crystalline Conflict : diamant S7,191468,82092,515,0,0,0,3258,5
116,Crystalline Conflict : platine S7,191467,82092,516,0,0,0,3259,5
117,Crystalline Conflict : or S7,191466,82092,517,0,0,0,3260,5
118,Crystalline Conflict : argent S7,191465,82092,518,0,0,0,3261,5
119,Crystalline Conflict : bronze S7,191464,82092,519,0,0,0,3262,5
120,Cadre oriental 1,191470,82092,520,0,0,0,3006,10
121,Cadre oriental 2,191471,82092,521,0,0,0,3007,10
122,Mage bleu,191320,82092,522,0,0,0,2171,2
123,10e anniversaire,191710,82092,523,0,0,0,3950,7
124,Donjon à embranchements : Le mont Rokkon,191711,82092,528,0,0,0,2401,4
125,Grand pêcheur,191712,82092,529,0,0,0,2346,8
126,Pêcheur de légendes,191713,82092,530,0,0,0,2347,8
127,Tuiles essentielles,191714,82092,531,0,0,0,2350,8
