#,X,Y,Radius,GatheringType,GatheringPointType
0,0,0,0,0,0
10,536.716,-270,37,2,1
11,71.0216,-179.027,63,2,1
12,403.796,257.111,64,2,1
13,249.253,295.467,49,2,1
14,153.891,-134.284,76,3,1
15,310.224,146.93,71,2,1
16,241.89,-54.0485,59,2,1
17,-56.2858,-63.2038,70,2,1
18,92.6846,94.7202,54,3,1
19,-135.116,-107.564,68,3,1
20,10.3019,328.574,83,1,1
21,44.4254,112.402,71,3,1
22,-306.373,282.832,78,2,1
23,-149.326,339.06,71,3,1
24,84.0889,5.99475,63,2,1
25,175.348,-50.0458,54,3,1
26,92.5351,234.694,68,3,1
27,239.939,-121.078,71,2,1
28,-243.74,440.325,72,2,1
29,-201.065,357.826,66,3,1
30,57.6711,-118.099,51,3,1
31,258.314,38.0522,70,3,1
33,-27.2814,-65.9459,64,2,1
34,661.98,-219.948,56,2,1
35,278.732,127.178,80,2,1
36,-165.691,-151.591,48,1,1
38,-262.291,281.397,52,3,1
39,520.736,383.144,71,3,1
40,-334.188,-36.0263,51,3,1
41,-357.874,158.046,58,3,1
46,347.362,33.4797,62,1,1
47,-272.097,-100.237,48,0,1
48,73.7931,13.2688,61,1,1
49,357.951,69.0625,52,0,1
51,21.7577,-237.006,43,2,3
52,66.99,-43.4489,90,2,3
53,160.794,-63.5794,14,2,3
54,172.371,-113.616,20,2,3
55,383.687,79.6678,42,2,3
56,355.525,-98.9009,15,2,3
57,243.343,40.5581,27,2,3
58,319.118,35.6425,67,2,3
59,89.4464,264.208,31,2,3
60,48.8431,43.5707,93,2,3
61,-64.4658,-66.2429,18,2,3
62,-48.4727,466.067,42,2,3
63,-266.264,357.52,47,3,3
64,26.252,393.216,48,2,3
65,13.5143,215.177,50,2,3
66,-226.135,200.977,24,2,3
67,-244.428,233.421,14,3,3
68,-17.1987,-51.5267,30,2,3
69,69.9732,1.05508,48,3,3
70,-210.338,30.9443,13,2,3
71,-183.186,-63.9846,40,2,3
72,180.124,-56.0646,29,2,3
73,198.409,-48.3962,33,3,3
74,174.786,-129.342,22,3,3
75,206.172,-162.183,16,2,3
76,304.899,0.400877,35,2,3
77,462.316,289.811,128,2,3
78,397.226,215.785,45,3,3
79,434.728,458.056,87,3,3
80,390.528,370.937,51,2,3
81,195.39,336.061,117,3,3
82,400.885,329.546,35,2,3
83,180.768,305.727,15,3,3
84,-38.6864,395.763,56,2,3
85,-447.838,-134.053,111,2,3
86,-452.134,-163.2,50,2,3
87,-541.595,-353.704,100,2,3
88,-171.013,-144.464,92,2,3
89,138.02,-521.15,95,3,3
90,196.969,-553.654,52,2,3
91,468.08,-414.915,79,3,3
92,458.932,-395.886,94,2,3
93,394.338,148.32,51,0,3
94,309.068,117.776,15,0,3
95,-17.5169,185.82,14,0,3
96,266.833,44.0638,32,0,3
97,57.866,254.97,49,0,3
98,-142.325,270.03,36,0,3
99,-52.1578,393.169,24,0,3
100,101.641,117.07,102,0,3
101,-189.102,-300.477,74,0,3
