"1","Gil","0",NULL
"2","Fire Shard","0",NULL
"3","Ice Shard","0",NULL
"4","Wind Shard","0",NULL
"5","Earth Shard","0",NULL
"6","Lightning Shard","0",NULL
"7","Water Shard","0",NULL
"8","Fire Crystal","0",NULL
"9","Ice Crystal","0",NULL
"10","Wind Crystal","0",NULL
"11","Earth Crystal","0",NULL
"12","Lightning Crystal","0",NULL
"13","Water Crystal","0",NULL
"14","Fire Cluster","0",NULL
"15","Ice Cluster","0",NULL
"16","Wind Cluster","0",NULL
"17","Earth Cluster","0",NULL
"18","Lightning Cluster","0",NULL
"19","Water Cluster","0",NULL
"20","Storm Seal","0",NULL
"21","Serpent Seal","0",NULL
"22","Flame Seal","0",NULL
"23","Allagan Tomestone of Philosophy","0",NULL
"24","Allagan Tomestone of Mythology","0",NULL
"100","Dated Bronze Gladius","0",NULL
"101","Dated Bronze Dagger","0",NULL
"102","Dated Bronze Spatha","0",NULL
"103","Dated Blinding Dagger","0",NULL
"104","Dated Silencing Dagger","0",NULL
"105","Dated Brass Gladius","0",NULL
"106","Dated Brass Dagger","0",NULL
"107","Dated Paralyzing Dagger","0",NULL
"108","Dated Sleeping Dagger","0",NULL
"109","Dated Ash Macuahuitl","0",NULL
"110","Dated Iron Gladius","0",NULL
"111","Dated Iron Dagger","0",NULL
"112","Dated Iron Spatha","0",NULL
"113","Dated Maddening Dagger","0",NULL
"114","Dated Poison Dagger","0",NULL
"115","Dated Elm Macuahuitl","0",NULL
"116","Dated Bee Spatha","0",NULL
"117","Dated Iron Falchion","0",NULL
"118","Dated Iron Shortsword","0",NULL
"119","Dated Walnut Macuahuitl","0",NULL
"120","Dated Iron Longsword","0",NULL
"121","Dated Toothed Falchion","0",NULL
"122","Dated Plumed Walnut Macuahuitl","0",NULL
"123","Dated Oak Macuahuitl","0",NULL
"124","Dated Bone Hora","0",NULL
"125","Dated Leather Himantes","0",NULL
"126","Dated Bronze Knuckles","0",NULL
"127","Dated Dodoskin Cesti","0",NULL
"128","Dated Brass Knuckles","0",NULL
"129","Dated Tortoiseshell Hora","0",NULL
"130","Dated Toadskin Cesti","0",NULL
"131","Dated Spiked Knuckles","0",NULL
"132","Dated Boarskin Himantes","0",NULL
"133","Dated Iron Baghnakhs","0",NULL
"134","Dated Crabshell Hora","0",NULL
"135","Dated Smothering Baghnakhs","0",NULL
"136","Dated Disabling Baghnakhs","0",NULL
"137","Dated Peiste Cesti","0",NULL
"138","Dated Jade Hora","0",NULL
"139","Dated Bronze War Axe","0",NULL
