0,"TEXT_GAIUSC809_01033_SEQ_00","Nortmoen would like to enlist your help in order to boost his troops' morale."
1,"TEXT_GAIUSC809_01033_SEQ_01","Wanting to boost his troops' morale, Nortmoen asks that you bring back scintillating sea wasp umbrellas."
2,"TEXT_GAIUSC809_01033_SEQ_02","You have procured the requested number of sea wasp umbrellas. Deliver them to Nortmoen."
3,"TEXT_GAIUSC809_01033_SEQ_03","Nortmoen grows uncharacteristically giddy at the sight of the umbrellas, reveling in schadenfreude at the thought of his brother's potential jealousy."
4,"TEXT_GAIUSC809_01033_SEQ_04","dummy"
5,"TEXT_GAIUSC809_01033_SEQ_05","dummy"
6,"TEXT_GAIUSC809_01033_SEQ_06","dummy"
7,"TEXT_GAIUSC809_01033_SEQ_07","dummy"
8,"TEXT_GAIUSC809_01033_SEQ_08","dummy"
9,"TEXT_GAIUSC809_01033_SEQ_09","dummy"
10,"TEXT_GAIUSC809_01033_SEQ_10","dummy"
11,"TEXT_GAIUSC809_01033_SEQ_11","dummy"
12,"TEXT_GAIUSC809_01033_SEQ_12","dummy"
13,"TEXT_GAIUSC809_01033_SEQ_13","dummy"
14,"TEXT_GAIUSC809_01033_SEQ_14","dummy"
15,"TEXT_GAIUSC809_01033_SEQ_15","dummy"
16,"TEXT_GAIUSC809_01033_SEQ_16","dummy"
17,"TEXT_GAIUSC809_01033_SEQ_17","dummy"
18,"TEXT_GAIUSC809_01033_SEQ_18","dummy"
19,"TEXT_GAIUSC809_01033_SEQ_19","dummy"
20,"TEXT_GAIUSC809_01033_SEQ_20","dummy"
21,"TEXT_GAIUSC809_01033_SEQ_21","dummy"
22,"TEXT_GAIUSC809_01033_SEQ_22","dummy"
23,"TEXT_GAIUSC809_01033_SEQ_23","dummy"
24,"TEXT_GAIUSC809_01033_TODO_00","Slay sea wasps and obtain their umbrellas."
25,"TEXT_GAIUSC809_01033_TODO_01","Deliver the sea wasp umbrellas to Nortmoen."
26,"TEXT_GAIUSC809_01033_TODO_02","dummy"
27,"TEXT_GAIUSC809_01033_TODO_03","dummy"
28,"TEXT_GAIUSC809_01033_TODO_04","dummy"
29,"TEXT_GAIUSC809_01033_TODO_05","dummy"
30,"TEXT_GAIUSC809_01033_TODO_06","dummy"
31,"TEXT_GAIUSC809_01033_TODO_07","dummy"
32,"TEXT_GAIUSC809_01033_TODO_08","dummy"
33,"TEXT_GAIUSC809_01033_TODO_09","dummy"
34,"TEXT_GAIUSC809_01033_TODO_10","dummy"
35,"TEXT_GAIUSC809_01033_TODO_11","dummy"
36,"TEXT_GAIUSC809_01033_TODO_12","dummy"
37,"TEXT_GAIUSC809_01033_TODO_13","dummy"
38,"TEXT_GAIUSC809_01033_TODO_14","dummy"
39,"TEXT_GAIUSC809_01033_TODO_15","dummy"
40,"TEXT_GAIUSC809_01033_TODO_16","dummy"
41,"TEXT_GAIUSC809_01033_TODO_17","dummy"
42,"TEXT_GAIUSC809_01033_TODO_18","dummy"
43,"TEXT_GAIUSC809_01033_TODO_19","dummy"
44,"TEXT_GAIUSC809_01033_TODO_20","dummy"
45,"TEXT_GAIUSC809_01033_TODO_21","dummy"
46,"TEXT_GAIUSC809_01033_TODO_22","dummy"
47,"TEXT_GAIUSC809_01033_TODO_23","dummy"
48,"TEXT_GAIUSC809_01033_NORTMOEN_000_000","If you'd care to help our cause, I'd petition you to hunt down some sea wasps and bring their umbrellas for us to eat. "
49,"TEXT_GAIUSC809_01033_NORTMOEN_000_001","Our worst enemy atop these walls is sinking morale, and a true taste of Limsa helps remind us what we're fighting for."
50,"TEXT_GAIUSC809_01033_DUMMY_000_000","dummy"
51,"TEXT_GAIUSC809_01033_SYSTEM_000_000","dummy"
52,"TEXT_GAIUSC809_01033_NORTMOEN_000_010","I imagine you've come bearing my sea wasp umbrellas...unless you've turned coat and given them to my brother, that is."
53,"TEXT_GAIUSC809_01033_NORTMOEN_000_020","Well, well! Quite a catch indeed!"
54,"TEXT_GAIUSC809_01033_NORTMOEN_000_021","Haha! Splendid! Tonight we will feast on the jellyfish while my jealous fish of a brother drinks in his tears! It will be glorious!"
